"ogs"	"Z_sum"	"w_sum"	"num_sig"	"Z_meta"	"p_meta"	"qval"	"annot"
"ko:K00793"	-1.55920606500436	3	0	-0.900208041352367	0.368009547588044	1	"ribE, RIB5; riboflavin synthase [EC:2.5.1.9]"
"ko:K01498"	-1.55920606500436	3	0	-0.900208041352367	0.368009547588044	1	"ribD1; diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]"
"ko:K02858"	-1.55920606500436	3	0	-0.900208041352367	0.368009547588044	1	"ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]"
"ko:K14652"	-1.55920606500436	3	0	-0.900208041352367	0.368009547588044	1	"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
"ko:K03811"	-1.79845275646965	4	1	-0.899226378234824	0.368532092691706	1	"pnuC; nicotinamide mononucleotide transporter"
"ko:K03284"	-1.54450970568678	3	1	-0.891723094344252	0.372541371824254	1	"corA; magnesium transporter"
"ko:K01046"	-1.51935888637062	3	0	-0.877202262041725	0.380376787662037	1	"lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]"
"ko:K15640"	-1.74353408071338	4	3	-0.871767040356689	0.383335478728678	1	"K15640, phoE; uncharacterized phosphatase"
"ko:K10441"	-1.74134703255451	4	1	-0.870673516277254	0.383932442907169	1	"rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]"
"ko:K18814"	-1.50269921835226	3	2	-0.867583798226719	0.385622219082602	1	"ictB; putative inorganic carbon (hco3(-)) transporter"
"ko:K07493"	-1.49363333470623	3	0	-0.862349607863242	0.388495161781748	1	"K07493; putative transposase"
"ko:K01598"	-1.45826519312703	3	1	-0.841929801801753	0.39982724772754	1	"PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]"
"ko:K02013"	-1.44943109792564	3	1	-0.836829434559184	0.402688449683594	1	"ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]"
"ko:K19157"	-1.86006992134621	5	1	-0.831848557406563	0.405494431674838	1	"yafQ; mRNA interferase YafQ [EC:3.1.-.-]"
"ko:K07339"	-1.66189195862418	4	2	-0.830945979312089	0.406004147388289	1	"hicA; mRNA interferase HicA [EC:3.1.-.-]"
"ko:K02824"	-1.65181608509313	4	0	-0.825908042546567	0.408856258000047	1	"uraA, pyrP; uracil permease"
"ko:K01779"	-1.64743293760896	4	2	-0.823716468804482	0.410100679600815	1	"racD; aspartate racemase [EC:5.1.1.13]"
"ko:K10823"	-1.6360265758577	4	2	-0.818013287928851	0.41334959981248	1	"oppF; oligopeptide transport system ATP-binding protein"
"ko:K01673"	-1.82339732405004	5	2	-0.815448073313418	0.414815876320472	1	"cynT, can; carbonic anhydrase [EC:4.2.1.1]"
"ko:K06926"	-1.82047946456636	5	1	-0.814143166882562	0.415562939148655	1	"K06926; uncharacterized protein"
"ko:K15342"	-1.79178741779483	5	0	-0.801311693483612	0.422951222941759	1	"cas1; CRISP-associated protein Cas1"
"ko:K03700"	-1.3803222556714	3	0	-0.796929425880317	0.425492019993691	1	"recU; recombination protein U"
"ko:K21701"	-1.57619757576729	4	2	-0.788098787883643	0.430638924151019	1	"btr; AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon"
"ko:K11621"	-1.36098191817669	3	0	-0.785763276821526	0.432006184610788	1	"liaG; lia operon protein LiaG"
"ko:K09925"	-1.35678311754293	3	0	-0.783339098145349	0.433428009311355	1	"K09925; uncharacterized protein"
"ko:K13525"	-1.35614178564956	3	0	-0.78296882500407	0.433645419216249	1	"VCP, CDC48; transitional endoplasmic reticulum ATPase"
"ko:K19355"	-1.34716979087166	3	1	-0.777788841403884	0.436693507307775	1	"MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"ko:K02022"	-1.55421560913072	4	3	-0.777107804565361	0.437095169770795	1	"ABC.MR.TX; HlyD family secretion protein"
"ko:K00758"	-1.3402003413773	3	2	-0.773765027862211	0.439069757148389	1	"deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]"
"ko:K05568"	-1.33097852879896	3	2	-0.76844081188769	0.442225341767044	1	"mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D"
"ko:K01243"	-1.52363777955485	4	3	-0.761818889777427	0.446168104671596	1	"mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]"
"ko:K07862"	-1.52090937215161	4	2	-0.760454686075807	0.446982845595874	1	"sstT; serine/threonine transporter"
"ko:K06915"	-1.26925908075764	3	2	-0.732807071946803	0.46367610740743	1	"herA; DNA double-strand break repair helicase HerA and related ATPase"
"ko:K21449"	-1.43747528964375	4	2	-0.718737644821875	0.47230258393737	1	"ata, sadA, emaA; trimeric autotransporter adhesin"
"ko:K03379"	-1.43259070116279	4	0	-0.716295350581396	0.47380899708258	1	"chnB; cyclohexanone monooxygenase [EC:1.14.13.22]"
"ko:K07473"	-1.59171520423543	5	0	-0.711836679498075	0.476565916388241	1	"dinJ; DNA-damage-inducible protein J"
"ko:K21405"	-1.40405276857075	4	2	-0.702026384285377	0.48266270949107	1	"acoR; sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR"
"ko:K07012"	-1.55997037650529	5	1	-0.697639960950355	0.485402384130199	1	"cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]"
"ko:K07793"	-1.20114311144264	3	1	-0.693480298726672	0.488008185362881	1	"tctA; putative tricarboxylic transport membrane protein"
"ko:K00852"	-1.37646973205356	4	4	-0.688234866026779	0.491304891021448	1	"rbsK, RBKS; ribokinase [EC:2.7.1.15]"
"ko:K15524"	-1.17489122717968	3	0	-0.678323766280717	0.497566432947908	1	"mngB; 2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]"
"ko:K08310"	-1.15911392080866	3	1	-0.669214734200325	0.503358508596486	1	"nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]"
"ko:K07481"	-1.14041080423257	3	0	-0.65841648481043	0.510270545534669	1	"K07481; transposase, IS5 family"
"ko:K21681"	-1.13633981116551	3	3	-0.656066095867297	0.511781597814101	1	"bcs1; ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]"
"ko:K07507"	-1.3057632854837	4	2	-0.652881642741851	0.513832584431458	1	"mgtC; putative Mg2+ transporter-C (MgtC) family protein"
"ko:K06902"	-1.12319690532354	3	0	-0.648478035641501	0.516675812514114	1	"UMF1; MFS transporter, UMF1 family"
"ko:K13280"	-1.26960102109996	4	2	-0.63480051054998	0.525558530278902	1	"SEC11, sipW; signal peptidase I [EC:3.4.21.89]"
"ko:K01304"	-1.26606763970542	4	2	-0.633033819852711	0.526711557923718	1	"pcp; pyroglutamyl-peptidase [EC:3.4.19.3]"
"ko:K02231"	-1.40472615540812	5	4	-0.6282126346529	0.529864654552014	1	"cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"ko:K02588"	-1.05262574183624	3	2	-0.607733755405083	0.543364071370445	1	"nifH; nitrogenase iron protein NifH"
"ko:K14681"	-1.05250712141308	3	2	-0.607665269871838	0.543409501786044	1	"argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]"
"ko:K06903"	-1.35322421734553	5	3	-0.605180267756711	0.545059225302543	1	"K06903; uncharacterized protein"
"ko:K06966"	-1.21030150463086	4	2	-0.605150752315431	0.545078834712673	1	"ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]"
"ko:K15051"	-1.34367434246712	5	2	-0.600909433875764	0.54790030942941	1	"endA; DNA-entry nuclease"
"ko:K04751"	-1.16878355864416	4	2	-0.584391779322079	0.558956756280467	1	"glnB; nitrogen regulatory protein P-II 1"
"ko:K10440"	-1.14115892499593	4	2	-0.570579462497967	0.568284743370132	1	"rbsC; ribose transport system permease protein"
"ko:K12997"	-1.14095715115827	4	0	-0.570478575579135	0.568353149144412	1	"rgpB; rhamnosyltransferase [EC:2.4.1.-]"
"ko:K02913"	-0.982608548228014	3	0	-0.567309309827471	0.570504052979575	1	"RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"
"ko:K16212"	-0.979560712768384	3	2	-0.565549641204408	0.571699969546904	1	"mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]"
"ko:K00395"	-1.11522989463424	4	2	-0.557614947317119	0.577107347401609	1	"aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]"
"ko:K17723"	-0.9635277144253	3	0	-0.556292985295112	0.5780105817386	1	"preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]"
"ko:K20444"	-0.962037644411131	3	1	-0.55543269297132	0.578598735916568	1	"rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]"
"ko:K02052"	-0.961403456032403	3	0	-0.555066544140144	0.578849145388907	1	"ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein"
"ko:K02802"	-0.958001480711149	3	2	-0.553102412772642	0.580193284613893	1	NA
"ko:K13795"	-0.881983389433108	3	2	-0.509213347309983	0.610602688402059	1	"citB, tcuB; citrate/tricarballylate utilization protein"
"ko:K19165"	-1.01634950667782	4	0	-0.508174753338912	0.611330794606047	1	"phd; antitoxin Phd"
"ko:K18843"	-1.01102555838271	4	0	-0.505512779191357	0.613198725107849	1	"hicB; antitoxin HicB"
"ko:K07486"	-1.0963267617999	5	0	-0.490292232987361	0.623927122350679	1	"K07486; transposase"
"ko:K00878"	-0.849107613656671	3	1	-0.49023250931564	0.623969378864027	1	"thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]"
"ko:K07667"	-0.975905544960387	4	2	-0.487952772480194	0.625583293518485	1	"kdpE; two-component system, OmpR family, KDP operon response regulator KdpE"
"ko:K05996"	-0.844295019250282	3	2	-0.487453956639611	0.625936664457602	1	"cpt; carboxypeptidase T [EC:3.4.17.18]"
"ko:K05569"	-0.799789254596038	3	2	-0.461758541435993	0.644254484651824	1	"mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E"
"ko:K05570"	-0.799789254596038	3	2	-0.461758541435993	0.644254484651824	1	"mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F"
"ko:K12137"	-0.799789254596038	3	2	-0.461758541435993	0.644254484651824	1	"hyfB; hydrogenase-4 component B [EC:1.-.-.-]"
"ko:K01206"	-1.03109277691251	5	2	-0.461118708057081	0.644713440323135	1	"FUCA; alpha-L-fucosidase [EC:3.2.1.51]"
"ko:K03546"	-0.778262444547235	3	2	-0.449330031859522	0.6531935965256	1	"sbcC, rad50; DNA repair protein SbcC/Rad50"
"ko:K02950"	-0.76859885137519	3	0	-0.443750753740303	0.65722279653118	1	"RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12"
"ko:K03832"	-0.76163416104525	3	0	-0.43972968790349	0.660132897840541	1	"tonB; periplasmic protein TonB"
"ko:K10009"	-0.868303127002735	4	1	-0.434151563501368	0.664178383609204	1	"tcyB, yecS; L-cystine transport system permease protein"
"ko:K03367"	-0.74990120029841	3	0	-0.432955659857911	0.665046982634077	1	"dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]"
"ko:K01809"	-0.735275537990791	3	0	-0.42451152978753	0.671192798532566	1	"manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]"
"ko:K02492"	-0.82437788355501	4	2	-0.412188941777505	0.68020094174529	1	"hemA; glutamyl-tRNA reductase [EC:1.2.1.70]"
"ko:K07318"	-0.678298961474258	3	0	-0.391616087998207	0.695341899019837	1	"K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K01790"	-0.774395822518869	4	0	-0.387197911259434	0.698609696354936	1	"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
"ko:K07130"	-0.749816108452433	4	2	-0.374908054226217	0.707728848842029	1	"kynB; arylformamidase [EC:3.5.1.9]"
"ko:K17076"	-0.74154467525458	4	2	-0.37077233762729	0.710807106502264	1	"lysY; putative lysine transport system ATP-binding protein"
"ko:K01524"	-0.627650500663418	3	2	-0.362374185515028	0.717072427479959	1	"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"ko:K02653"	-0.627085105494903	3	2	-0.362047754462287	0.717316344724426	1	"pilC; type IV pilus assembly protein PilC"
"ko:K22293"	-0.624916812654911	3	2	-0.360795890007436	0.718252035455813	1	"rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor"
"ko:K10297"	-0.621100271422473	3	2	-0.358592408899514	0.719900026442524	1	"FBXO11; F-box protein 11"
"ko:K11690"	-0.717047755380436	4	0	-0.358523877690218	0.719951302089815	1	"dctM; C4-dicarboxylate transporter, DctM subunit"
"ko:K09163"	-0.713767910467845	4	2	-0.356883955233923	0.721178681654646	1	"K09163; uncharacterized protein"
"ko:K10010"	-0.695027239964641	4	1	-0.347513619982321	0.728205488080053	1	"tcyC, yecC; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K12287"	-0.658069163586672	4	2	-0.329034581793336	0.742129549521322	1	"mshQ; MSHA biogenesis protein MshQ"
"ko:K03801"	-0.561915357269633	3	0	-0.324421982781407	0.745618579119323	1	"lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"ko:K13735"	-0.700932624302613	5	1	-0.313466599117593	0.753926192914977	1	"yeeJ; adhesin/invasin"
"ko:K02662"	-0.598095341370365	4	2	-0.299047670685182	0.764903672883852	1	"pilM; type IV pilus assembly protein PilM"
"ko:K03389"	-0.50961151395907	3	2	-0.294224344766402	0.768586479089653	1	"hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"ko:K03390"	-0.50961151395907	3	2	-0.294224344766402	0.768586479089653	1	"hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"ko:K08223"	-0.606995460270221	5	2	-0.271456622239598	0.786039857959304	1	"fsr; MFS transporter, FSR family, fosmidomycin resistance protein"
"ko:K03311"	-0.459821278246005	3	2	-0.265477938774449	0.790641302627001	1	"TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family"
"ko:K05566"	-0.449666618354639	3	2	-0.25961514315264	0.795160654213346	1	"mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B"
"ko:K01224"	-0.484124154328098	4	2	-0.242062077164049	0.808732062500836	1	"E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]"
"ko:K08651"	-0.475232484538436	4	1	-0.237616242269218	0.812178751773149	1	"E3.4.21.66; thermitase [EC:3.4.21.66]"
"ko:K02405"	-0.474298556661439	4	1	-0.237149278330719	0.81254098395282	1	"fliA, whiG; RNA polymerase sigma factor FliA"
"ko:K13531"	-0.473333837763667	4	2	-0.236666918881834	0.812915200822686	1	"adaB; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
"ko:K05567"	-0.464259513968385	4	2	-0.232129756984193	0.816437233296204	1	"mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C"
"ko:K19140"	-0.517045473426513	5	2	-0.231229765208049	0.817136307214468	1	"csm5; CRISPR-associated protein Csm5"
"ko:K06441"	-0.390474834169883	3	2	-0.225440750619756	0.821636413042717	1	"E1.12.7.2G; ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]"
"ko:K09808"	-0.386714496530884	3	1	-0.223269718671636	0.823325593427432	1	"lolC_E; lipoprotein-releasing system permease protein"
"ko:K18890"	-0.439072000599007	4	3	-0.219536000299504	0.826232539590305	1	"mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump"
"ko:K16962"	-0.371591103286576	3	0	-0.214538223510975	0.830127362736398	1	"yxeN; putative S-methylcysteine transport system permease protein"
"ko:K03722"	-0.369073687155562	3	0	-0.213084792630072	0.831260825986919	1	"dinG; ATP-dependent DNA helicase DinG [EC:5.6.2.3]"
"ko:K20449"	-0.424542808216372	4	2	-0.212271404108186	0.83189530329076	1	"hnr; 6-hydroxynicotinate reductase [EC:1.3.7.1]"
"ko:K00941"	-0.367193067822758	3	0	-0.211999016552034	0.832107801563839	1	"thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]"
"ko:K19134"	-0.35496860583109	3	0	-0.204941220130446	0.837618049656896	1	"csx10; CRISPR-associated protein Csx10"
"ko:K03784"	-0.346404237742	3	2	-0.199996579908771	0.841483255926085	1	"deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]"
"ko:K01728"	-0.385533676553032	4	2	-0.192766838276516	0.847141575571237	1	"pel; pectate lyase [EC:4.2.2.2]"
"ko:K02906"	-0.383533048701471	4	0	-0.191766524350736	0.847925093954348	1	"RP-L3, MRPL3, rplC; large subunit ribosomal protein L3"
"ko:K03753"	-0.360441468343664	4	4	-0.180220734171832	0.856979281418468	1	"mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein"
"ko:K03321"	-0.358364179940152	4	2	-0.179182089970076	0.857794726270131	1	"TC.SULP; sulfate permease, SulP family"
"ko:K02946"	-0.354290877730638	4	0	-0.177145438865319	0.859394151222937	1	"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10"
"ko:K09690"	-0.279994124543141	3	2	-0.161654683176496	0.871577792637677	1	"wzm, rfbA; lipopolysaccharide transport system permease protein"
"ko:K02587"	-0.239435874484797	3	2	-0.138238366587451	0.890052034012794	1	"nifE; nitrogenase molybdenum-cofactor synthesis protein NifE"
"ko:K17203"	-0.22132237260526	3	2	-0.127780531401333	0.898322657439634	1	"eryF; erythritol transport system permease protein"
"ko:K02926"	-0.249225918037155	4	0	-0.124612959018578	0.900829968558018	1	"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4"
"ko:K19158"	-0.236218847533287	5	1	-0.105640280130218	0.915867764623775	1	"yoeB; toxin YoeB [EC:3.1.-.-]"
"ko:K07452"	-0.17568913682851	3	1	-0.101434170441633	0.919205812258651	1	"mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]"
"ko:K00857"	-0.172435245345624	3	0	-0.0995555353180753	0.920697196051699	1	"tdk, TK; thymidine kinase [EC:2.7.1.21]"
"ko:K05946"	-0.162707973009978	3	0	-0.093939492016609	0.925157222436374	1	"tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]"
"ko:K16841"	-0.162287153936401	3	1	-0.0936965320111992	0.925350225213534	1	"hpxA; allantoin racemase [EC:5.1.99.3]"
"ko:K22299"	-0.157131344948491	3	0	-0.0907198243041392	0.927715218068366	1	"rghR; HTH-type transcriptional regulator, competence development regulator"
"ko:K00590"	-0.177149407393477	4	0	-0.0885747036967385	0.929419912574203	1	"E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]"
"ko:K09689"	-0.145032163966639	3	0	-0.0837343589072928	0.933267638604973	1	"kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]"
"ko:K09693"	-0.145032163966639	3	0	-0.0837343589072928	0.933267638604973	1	"tagH; teichoic acid transport system ATP-binding protein [EC:7.5.2.4]"
"ko:K01195"	-0.165059833380892	4	3	-0.0825299166904458	0.934225329394632	1	"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
"ko:K02411"	-0.159108739136203	4	2	-0.0795543695681016	0.936591687940802	1	"fliH; flagellar assembly protein FliH"
"ko:K17997"	-0.122342042154691	3	2	-0.0706342109712196	0.94368888198442	1	"hydA; iron-hydrogenase subunit alpha [EC:1.12.1.4]"
"ko:K07451"	-0.149804368959623	5	0	-0.0669945504640354	0.946586041554889	1	"mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]"
"ko:K06996"	-0.13131025963892	4	2	-0.0656551298194598	0.947652396507389	1	"K06996; uncharacterized protein"
"ko:K07281"	-0.0911327991945585	3	1	-0.0526155461469825	0.958038230094322	1	"ipct; 1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]"
"ko:K13950"	-0.116534279386884	5	3	-0.052115714083605	0.958436491953322	1	"pabAB; para-aminobenzoate synthetase [EC:2.6.1.85]"
"ko:K06726"	-0.0843485012984613	3	2	-0.0486986299304081	0.961159467739198	1	"rbsD; D-ribose pyranase [EC:5.4.99.62]"
"ko:K20459"	-0.0519783020408413	3	1	-0.0300096866752994	0.97605932780143	1	"nukF, mcdF, sboF; lantibiotic transport system ATP-binding protein"
"ko:K07126"	-0.057980739233761	5	4	-0.0259297748624757	0.979313351120621	1	"K07126; uncharacterized protein"
"ko:K07004"	-0.0518291962422749	4	1	-0.0259145981211374	0.979325456340425	1	"K07004; uncharacterized protein"
"ko:K03641"	-0.0376265171016466	4	0	-0.0188132585508233	0.984990076901233	1	"tolB; TolB protein"
"ko:K09017"	-0.0267927003411731	4	2	-0.0133963501705866	0.989311578723332	1	"rutR; TetR/AcrR family transcriptional regulator"
"ko:K03458"	-0.0174384931882723	4	2	-0.00871924659413614	0.993043135910386	1	"TC.NCS2; nucleobase:cation symporter-2, NCS2 family"
"ko:K00012"	-0.0120722292789811	4	1	-0.00603611463949055	0.995183906567403	1	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"ko:K02954"	-0.0106676767921867	4	0	-0.00533383839609336	0.995744232873259	1	"RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14"
"ko:K12511"	5.56583284934354e-16	3	0	3.21343509383295e-16	1	1	"tadC; tight adherence protein C"
"ko:K02982"	0.0245537366533983	4	0	0.0122768683266992	0.990204722367551	1	"RP-S3, rpsC; small subunit ribosomal protein S3"
"ko:K14731"	0.0325725108317881	3	2	0.0188057478969149	0.984996068476032	1	"mlhB, chnC; epsilon-lactone hydrolase [EC:3.1.1.83]"
"ko:K01666"	0.0815214885050062	4	3	0.0407607442525031	0.967486634881482	1	"mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]"
"ko:K15770"	0.0731934698707859	3	2	0.042258269532821	0.966292811637625	1	"cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
"ko:K10118"	0.0732911948985202	3	2	0.04231469110389	0.96624783396849	1	"msmF; raffinose/stachyose/melibiose transport system permease protein"
"ko:K04781"	0.0852139697893327	4	0	0.0426069848946664	0.966014827407559	1	"mbtI, irp9, ybtS; salicylate synthetase [EC:5.4.4.2 4.2.99.21]"
"ko:K03465"	0.078726075188748	3	1	0.0454525207024664	0.963746618746062	1	"thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]"
"ko:K02992"	0.110323828267136	4	0	0.0551619141335679	0.956009470832273	1	"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7"
"ko:K13963"	0.11606066347023	4	3	0.0580303317351152	0.953724467998671	1	"SERPINB; serpin B"
"ko:K13747"	0.116500594432909	4	2	0.0582502972164547	0.95354925731994	1	"nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]"
"ko:K06015"	0.126403998500502	4	3	0.0632019992502511	0.949605652793017	1	"E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81]"
"ko:K06075"	0.111285618702409	3	0	0.0642507819147701	0.948770542771286	1	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
"ko:K00788"	0.114298899246339	3	1	0.0659905002479515	0.947385388673382	1	"thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]"
"ko:K19118"	0.148517649817443	5	0	0.0664191121700622	0.947044154488551	1	"csd2, cas7; CRISPR-associated protein Csd2"
"ko:K07455"	0.168490845652669	5	0	0.0753513968931584	0.939935128872838	1	"recT; recombination protein RecT"
"ko:K07039"	0.153406880093417	4	2	0.0767034400467083	0.938859467844302	1	"K07039; uncharacterized protein"
"ko:K17733"	0.1593737374386	4	0	0.0796868687193002	0.936486303483165	1	"cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]"
"ko:K06952"	0.149202602502229	3	2	0.0861421627184548	0.931353407167737	1	"yfdR; 5'-nucleotidase [EC:3.1.3.89]"
"ko:K01185"	0.178315237052057	4	1	0.0891576185260283	0.928956646704786	1	"E3.2.1.17; lysozyme [EC:3.2.1.17]"
"ko:K07006"	0.169644592110342	3	2	0.0979443509214705	0.921976482324726	1	"K07006; uncharacterized protein"
"ko:K03491"	0.177614509420894	3	0	0.102545784826136	0.918323473328466	1	"licR; probable licABCH operon transcriptional regulator"
"ko:K07284"	0.179340004926198	3	0	0.103542000120609	0.917532817330636	1	"srtA; sortase A [EC:3.4.22.70]"
"ko:K02020"	0.212242133894627	4	4	0.106121066947313	0.915486296518607	1	"modA; molybdate transport system substrate-binding protein"
"ko:K07484"	0.215478603450192	4	0	0.107739301725096	0.914202492681013	1	"K07484; transposase"
"ko:K04718"	0.188206033010391	3	1	0.108660803821661	0.913471531730574	1	"SPHK; sphingosine kinase [EC:2.7.1.91]"
"ko:K18475"	0.233077555962951	4	3	0.116538777981475	0.907225555069392	1	"fliB; lysine-N-methylase [EC:2.1.1.-]"
"ko:K03426"	0.268809363326827	5	3	0.120215201877445	0.90431267575092	1	"E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]"
"ko:K22024"	0.216621215582256	3	1	0.125066317128599	0.900471048919843	1	"pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]"
"ko:K17998"	0.221961533705009	3	2	0.128149551234329	0.898030623067998	1	"hydB; iron-hydrogenase subunit beta [EC:1.12.1.4]"
"ko:K17999"	0.221961533705009	3	2	0.128149551234329	0.898030623067998	1	"hydC; iron-hydrogenase subunit gamma [EC:1.12.1.4]"
"ko:K07107"	0.247054726205518	3	1	0.142637112679325	0.886576785472371	1	"ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]"
"ko:K05571"	0.252651767551295	3	2	0.145868566006975	0.884025146815904	1	"mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G"
"ko:K02667"	0.260899431883637	3	2	0.150630357229438	0.880267313007472	1	"pilR, pehR; two-component system, NtrC family, response regulator PilR"
"ko:K02902"	0.273673101956193	3	0	0.158005239084368	0.874452670385439	1	"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"
"ko:K16926"	0.28080898044353	3	0	0.162125140449936	0.871207308877892	1	"htsT; energy-coupling factor transport system substrate-specific component"
"ko:K03975"	0.28147643107507	3	2	0.162510493251727	0.870903865694765	1	"dedA; membrane-associated protein"
"ko:K18122"	0.334234288920284	4	4	0.167117144460142	0.8672778763863	1	"cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"
"ko:K19310"	0.305709077566989	3	1	0.176501218227013	0.859900191699522	1	"bcrB; bacitracin transport system permease protein"
"ko:K02434"	0.30815479245051	3	2	0.177913252373375	0.858791103000204	1	"gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"
"ko:K02015"	0.310289751005042	3	2	0.179145871269543	0.857823164499829	1	"ABC.FEV.P; iron complex transport system permease protein"
