"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K07458"	-3.35524699146815	25	-0.671049398293631	0.502189061013154	1	"vsr"	"vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]"
"ko:K01823"	-1.76816679284244	7	-0.668304230049109	0.503939413731215	1	"idi, IDI"	"idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]"
"ko:K19048"	-1.49409394116624	5	-0.668179123443659	0.504019259860221	1	"symE"	"symE; toxic protein SymE"
"ko:K00931"	-1.88976783779682	8	-0.668133826487185	0.504048171143795	1	"proB"	"proB; glutamate 5-kinase [EC:2.7.2.11]"
"ko:K07448"	-3.88876266990271	34	-0.666917295843319	0.504824962490976	1	"mrr"	"mrr; restriction system protein"
"ko:K03090"	-2.20839147174242	11	-0.665855081999124	0.50550373354273	1	"sigB"	"sigB; RNA polymerase sigma-B factor"
"ko:K13924"	-3.3936158725641	26	-0.665542829070867	0.505703359344374	1	"cheBR"	"cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
"ko:K09691"	-2.74141781720937	17	-0.664891483782614	0.506119903138149	1	"wzt, rbfB"	"wzt, rbfB; lipopolysaccharide transport system ATP-binding protein"
"ko:K00245"	-1.75652368603887	7	-0.663903549321907	0.506752044444321	1	"frdB"	"frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"
"ko:K21687"	-1.97649328409626	9	-0.658831094698753	0.510004237398479	1	"rpfA"	"rpfA; resuscitation-promoting factor RpfA"
"ko:K06908"	-2.07249471261991	10	-0.655380373053503	0.512222884894947	1	"K06908"	"K06908; uncharacterized protein"
"ko:K07023"	-2.26851189712731	12	-0.65486297723316	0.512555978860126	1	"YGK1, HDDC2"	"YGK1, HDDC2; 5'-deoxynucleotidase [EC:3.1.3.89]"
"ko:K19355"	-2.59879960705524	16	-0.649699901763811	0.515886087387256	1	"MAN"	"MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"ko:K07386"	-2.04582793251819	10	-0.646947596755074	0.517665859568515	1	"pepO"	"pepO; putative endopeptidase [EC:3.4.24.-]"
"ko:K00019"	-1.5839847069318	6	-0.646659048725813	0.517852632372737	1	"BDH1, bdhA"	"BDH1, bdhA; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"
"ko:K01598"	-1.71031674599724	7	-0.646438967579704	0.51799511102225	1	"PPCDC, coaC"	"PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]"
"ko:K10189"	-2.32553355396429	13	-0.644986959356173	0.518935636595504	1	"lacF, araP"	"lacF, araP; lactose/L-arabinose transport system permease protein"
"ko:K07464"	-3.02316539750027	22	-0.644541028408552	0.519224661382528	1	"cas4"	"cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]"
"ko:K03613"	-1.70163513389687	7	-0.643157626637315	0.520121825150972	1	"rnfE"	"rnfE; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E"
"ko:K03416"	-1.57376347269383	6	-0.642486247321728	0.520557515983099	1	"E2.1.3.1-5S"	"E2.1.3.1-5S; methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]"
"ko:K20140"	-1.57376347269383	6	-0.642486247321728	0.520557515983099	1	"cfiA"	"cfiA; 2-oxoglutarate carboxylase large subunit [EC:6.4.1.7]"
"ko:K09820"	-2.55563902895145	16	-0.638909757237862	0.522881640146339	1	"ABC.MN.A"	"ABC.MN.A; manganese/iron transport system ATP-binding protein"
"ko:K03771"	-1.42827115718686	5	-0.638742279554421	0.52299060325965	1	"surA"	"surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]"
"ko:K13663"	-2.55198280770351	16	-0.637995701925878	0.523476477949583	1	"gumF"	"gumF; acyltransferase [EC:2.3.1.-]"
"ko:K21030"	-2.28829338913978	13	-0.634658395988366	0.525651233332409	1	"tarI"	"tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]"
"ko:K03294"	-2.90281752319317	21	-0.633446715651282	0.526441966576893	1	"TC.APA"	"TC.APA; basic amino acid/polyamine antiporter, APA family"
"ko:K02231"	-1.79143903451325	8	-0.633369344693299	0.526492478897109	1	"cobP, cobU"	"cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"ko:K07107"	-1.9953861112044	10	-0.630996492287193	0.528042817969895	1	"ybgC"	"ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]"
"ko:K06907"	-2.26992704219895	13	-0.629564487862356	0.528979564080126	1	"K06907"	"K06907; uncharacterized protein"
"ko:K14441"	-1.53931871172195	6	-0.628424232539524	0.52972606671435	1	"rimO"	"rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]"
"ko:K11961"	-1.53203093358225	6	-0.625449009572709	0.531676404621147	1	"urtC"	"urtC; urea transport system permease protein"
"ko:K01736"	-1.51093335468328	6	-0.61683595905428	0.537342931072215	1	"aroC"	"aroC; chorismate synthase [EC:4.2.3.5]"
"ko:K11085"	-2.03259411354778	11	-0.61285018415664	0.539975404790064	1	"msbA"	"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]"
"ko:K20306"	-1.50052209594695	6	-0.612585580473596	0.54015039503248	1	"TRAPPC9, TRS120"	"TRAPPC9, TRS120; trafficking protein particle complex subunit 9"
"ko:K07552"	-1.61939481334891	7	-0.612073707221295	0.540488992464127	1	"bcr, tcaB"	"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein"
"ko:K01709"	-2.11300133178693	12	-0.609970943852612	0.541881055381714	1	"rfbG"	"rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"
"ko:K07017"	-1.92312047410893	10	-0.608144091308708	0.543091911438913	1	"K07017"	"K07017; uncharacterized protein"
"ko:K09459"	-1.60869104232603	7	-0.60802806204742	0.543168862274607	1	"E4.1.1.82"	"E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]"
"ko:K13292"	-1.33517773611894	5	-0.597109636001244	0.550434184867733	1	"lgt, umpA"	"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"
"ko:K18828"	-2.45188911188046	17	-0.594670458269707	0.552063772506694	1	"mvpA, vapC"	"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
"ko:K06919"	-3.197183837587	29	-0.593702133934923	0.552711355546785	1	"K06919"	"K06919; putative DNA primase/helicase"
"ko:K21688"	-1.32170697468567	5	-0.591085328346552	0.554463249792451	1	"rpfB"	"rpfB; resuscitation-promoting factor RpfB"
"ko:K09951"	-3.54620465928825	36	-0.591034109881375	0.554497566521633	1	"cas2"	"cas2; CRISPR-associated protein Cas2"
"ko:K10715"	-1.32052002405158	5	-0.590554507885796	0.554818953606169	1	"rpfC"	"rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]"
"ko:K19425"	-1.44378261420824	6	-0.58942178405196	0.555578366851825	1	"epsH"	"epsH; glycosyltransferase EpsH [EC:2.4.-.-]"
"ko:K17235"	-1.4419137688697	6	-0.588658831137361	0.556090160088077	1	"araP"	"araP; arabinooligosaccharide transport system permease protein"
"ko:K09825"	-2.10680829885636	13	-0.584323488392282	0.559002692260256	1	"perR"	"perR; Fur family transcriptional regulator, peroxide stress response regulator"
"ko:K09759"	-1.43066070494275	6	-0.584064787026704	0.559176724682754	1	"aspC, aspS"	"aspC, aspS; nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]"
"ko:K22503"	-1.43066070494275	6	-0.584064787026704	0.559176724682754	1	"DARS1"	"DARS1; aspartyl-tRNA synthetase [EC:6.1.1.12]"
"ko:K00266"	-1.43022912098593	6	-0.583888593614139	0.559295267780174	1	"gltD"	"gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]"
"ko:K18816"	-1.74774098692401	9	-0.58258032897467	0.56017585080577	1	"aac6-I, aacA7"	"aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]"
"ko:K02246"	-1.42666231496789	6	-0.582432451154858	0.560275428500452	1	"comGD"	"comGD; competence protein ComGD"
"ko:K06972"	-1.42266462468464	6	-0.580800400930918	0.56137498484019	1	"PITRM1, PreP, CYM1"	"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"
"ko:K02021"	-2.08232197058079	13	-0.577532202842635	0.563579991079827	1	"ABC.MR"	"ABC.MR; putative ABC transport system ATP-binding protein"
"ko:K03524"	-1.28882856361758	5	-0.576381655918466	0.564357240774349	1	"birA"	"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
"ko:K03695"	-1.52375928449749	7	-0.575926874958012	0.564664609371706	1	"clpB"	"clpB; ATP-dependent Clp protease ATP-binding subunit ClpB"
"ko:K00009"	-2.4255810251075	18	-0.57171493039031	0.567515117790725	1	"mtlD"	"mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"
"ko:K01317"	-1.5094707977391	7	-0.570526334590275	0.568320765940657	1	"ACR"	"ACR; acrosin [EC:3.4.21.10]"
"ko:K00919"	-1.49927070524797	7	-0.566671062007223	0.570937685019968	1	"ispE"	"ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]"
"ko:K03832"	-2.39770022240218	18	-0.565143362171026	0.571976256637127	1	"tonB"	"tonB; periplasmic protein TonB"
"ko:K07319"	-3.11425110521432	31	-0.559336010339235	0.575932423632382	1	"yhdJ"	"yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K01250"	-2.15645325137691	15	-0.556793835297175	0.577668296296306	1	"rihA"	"rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.2.-]"
"ko:K01697"	-1.35196862296302	6	-0.551938879085434	0.580990229888132	1	"CBS"	"CBS; cystathionine beta-synthase [EC:4.2.1.22]"
"ko:K04517"	-1.55571534049772	8	-0.550028433430939	0.58229987158835	1	"tyrA2"	"tyrA2; prephenate dehydrogenase [EC:1.3.1.12]"
"ko:K10559"	-1.22969529689926	5	-0.549936455095707	0.582362959007198	1	"rhaS"	"rhaS; rhamnose transport system substrate-binding protein"
"ko:K09013"	-1.5531770152962	8	-0.549130999949512	0.582915552416817	1	"sufC"	"sufC; Fe-S cluster assembly ATP-binding protein"
"ko:K12983"	-1.73430224219	10	-0.548434523645738	0.583393576514215	1	"waaV"	"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"
"ko:K01809"	-2.25544192498123	17	-0.547025017008472	0.584361545123429	1	"manA, MPI"	"manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]"
"ko:K03043"	-1.63042037920434	9	-0.543473459734779	0.586803859459154	1	"rpoB"	"rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"
"ko:K07577"	-1.86113216485477	12	-0.537262578188186	0.591086250693846	1	"K07577"	"K07577; putative mRNA 3-end processing factor"
"ko:K13542"	-1.28731065987829	6	-0.525542376191219	0.599206202857594	1	"cobA-hemD"	"cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"ko:K05305"	-1.16729195619609	5	-0.522028832728633	0.601650255684767	1	"FUK"	"FUK; fucokinase [EC:2.7.1.52]"
"ko:K13069"	-1.16727732257229	5	-0.522022288373117	0.601654812191348	1	"E2.7.7.65"	"E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]"
"ko:K00210"	-1.55571534049772	9	-0.518571780165907	0.604059392331129	1	NA	NA
"ko:K00220"	-1.55571534049772	9	-0.518571780165907	0.604059392331129	1	"tyrC"	"tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]"
"ko:K03335"	-1.3671200596618	7	-0.516722812890416	0.605349668700224	1	"iolE"	"iolE; inosose dehydratase [EC:4.2.1.44]"
"ko:K09810"	-1.86194909845069	13	-0.516411765135994	0.60556685037494	1	"lolD"	"lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]"
"ko:K15546"	-1.45491615745528	8	-0.514390540497252	0.606978971520747	1	"boxR, bzdR"	"boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator"
"ko:K02769"	-1.52817536077803	9	-0.509391786926008	0.610477632062485	1	"fruAb"	"fruAb; fructose PTS system EIIB component [EC:2.7.1.202]"
"ko:K02770"	-1.52817536077803	9	-0.509391786926008	0.610477632062485	1	"fruA"	"fruA; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]"
"ko:K00640"	-1.74384507350824	12	-0.503404711307492	0.614679759903358	1	"cysE"	"cysE; serine O-acetyltransferase [EC:2.3.1.30]"
"ko:K07679"	-1.59186508741917	10	-0.503391940394762	0.614688736976085	1	"evgS, bvgS"	"evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]"
"ko:K01195"	-2.06233499114636	17	-0.500189706111984	0.616941505899101	1	"uidA, GUSB"	"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
"ko:K06985"	-1.113443180094	5	-0.497946927954745	0.618521449646667	1	"K06985"	"K06985; aspartyl protease family protein"
"ko:K05786"	-1.38485761421549	8	-0.489621104994797	0.624402039198793	1	"rarD"	"rarD; chloramphenicol-sensitive protein RarD"
"ko:K00824"	-1.29355992908266	7	-0.488919696901579	0.624898550251978	1	"dat"	"dat; D-alanine transaminase [EC:2.6.1.21]"
"ko:K01813"	-1.88809717879692	15	-0.487504595300112	0.625900787115713	1	"rhaA"	"rhaA; L-rhamnose isomerase [EC:5.3.1.14]"
"ko:K02475"	-1.1930610456835	6	-0.487065132319317	0.626212174845509	1	"K02475"	"K02475; two-component system, CitB family, response regulator"
"ko:K11615"	-1.1930610456835	6	-0.487065132319317	0.626212174845509	1	"malR"	"malR; two-component system, CitB family, response regulator MalR"
"ko:K11692"	-1.1930610456835	6	-0.487065132319317	0.626212174845509	1	"K11692, dctR"	"K11692, dctR; two-component system, CitB family, response regulator DctR"
"ko:K01541"	-1.93686767284939	16	-0.484216918212346	0.628231931336403	1	NA	NA
"ko:K12950"	-1.93686767284939	16	-0.484216918212346	0.628231931336403	1	"ctpC"	"ctpC; manganese-transporting P-type ATPase C [EC:7.2.2.22]"
"ko:K01213"	-1.18225206348218	6	-0.482652383813975	0.629342577870602	1	"E3.2.1.67"	"E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
"ko:K03839"	-2.10327414712289	19	-0.482524181993179	0.629433624216149	1	"fldA, nifF, isiB"	"fldA, nifF, isiB; flavodoxin I"
"ko:K11688"	-1.59928911740717	11	-0.482203812158022	0.629661169028088	1	"dctP"	"dctP; C4-dicarboxylate-binding protein DctP"
"ko:K08679"	-2.24942109678982	22	-0.479578189221012	0.631527358294994	1	"GAE, cap1J"	"GAE, cap1J; UDP-glucuronate 4-epimerase [EC:5.1.3.6]"
"ko:K05813"	-1.91710078893788	16	-0.47927519723447	0.631742864569558	1	"ugpB"	"ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein"
"ko:K06915"	-2.19064660314793	21	-0.478038279991584	0.632622959634685	1	"herA"	"herA; DNA double-strand break repair helicase HerA and related ATPase"
"ko:K13891"	-1.06460756659877	5	-0.476106977655096	0.633998166189917	1	"gsiD"	"gsiD; glutathione transport system permease protein"
"ko:K10212"	-1.16544936791198	6	-0.475792712072254	0.634222062479209	1	"K10212, crtO"	"K10212, crtO; glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]"
"ko:K19117"	-2.40787994604445	26	-0.472224108894977	0.636766833062141	1	"csd1, cas8c"	"csd1, cas8c; CRISPR-associated protein Csd1"
"ko:K05820"	-1.69418778605307	13	-0.469883148683013	0.63843850435688	1	"hcaT"	"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter"
"ko:K08680"	-1.04912209789073	5	-0.469181665516172	0.638939789553584	1	"menH"	"menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
"ko:K06182"	-1.32289897890843	8	-0.467715419405457	0.639988112850145	1	"rluF"	"rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"ko:K01625"	-1.92786573367415	17	-0.467576120702788	0.640087744803616	1	"eda"	"eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]"
"ko:K05823"	-1.0436994912085	5	-0.466756602084831	0.64067402834846	1	"dapL"	"dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]"
"ko:K00608"	-1.61219659475903	12	-0.465401068985362	0.641644268805121	1	"pyrBI"	"pyrBI; aspartate carbamoyltransferase [EC:2.1.3.2]"
"ko:K04488"	-1.30949067047416	8	-0.4629748664964	0.643382382589824	1	"iscU, nifU"	"iscU, nifU; nitrogen fixation protein NifU and related proteins"
"ko:K02108"	-1.02815737342598	5	-0.459805955709624	0.645655507939846	1	"ATPF0A, atpB"	"ATPF0A, atpB; F-type H+-transporting ATPase subunit a"
"ko:K03699"	-1.45047932473541	10	-0.458681836514691	0.646462659290444	1	"tlyC"	"tlyC; magnesium and cobalt exporter, CNNM family"
"ko:K11960"	-1.01915325824551	5	-0.455779192985471	0.648548767817158	1	"urtB"	"urtB; urea transport system permease protein"
"ko:K15915"	-1.01213442503776	5	-0.452640275350418	0.650807792397492	1	"pglC"	"pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]"
"ko:K02667"	-1.10760809379735	6	-0.452179110796706	0.651139955560788	1	"pilR, pehR"	"pilR, pehR; two-component system, NtrC family, response regulator PilR"
"ko:K01621"	-1.48871288888099	11	-0.448863824816754	0.65352989344144	1	"xfp, xpk"	"xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]"
"ko:K01227"	-1.99852764465358	20	-0.446884366835795	0.654958552058798	1	"ENGASE"	"ENGASE; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]"
"ko:K21600"	-1.72286981989026	15	-0.444843074674558	0.656433163166472	1	"csoR, ricR"	"csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor"
"ko:K04091"	-1.25163982852123	8	-0.442521505175263	0.658111871997659	1	"ssuD, msuD"	"ssuD, msuD; alkanesulfonate monooxygenase [EC:1.14.14.5 1.14.14.34]"
"ko:K18930"	-1.59256516111869	13	-0.441698103687	0.65870768210344	1	"dld"	"dld; D-lactate dehydrogenase"
"ko:K15923"	-1.91420356244095	19	-0.439148415055034	0.660554000041277	1	"AXY8, FUC95A, afcA"	"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"
"ko:K17624"	-1.73983062161791	16	-0.434957655404476	0.663593163793022	1	"engCP, engBF, endoEF"	"engCP, engBF, endoEF; endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97]"
"ko:K06905"	-1.89072655054186	19	-0.433762419141116	0.664460974345062	1	"K06905"	"K06905; uncharacterized protein"
"ko:K01431"	-1.06093820807624	6	-0.433126209734919	0.664923082705958	1	"UPB1, pydC"	"UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]"
"ko:K07717"	-1.88463122303935	19	-0.432364055108947	0.665476838569001	1	"glnK"	"glnK; two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]"
"ko:K06910"	-1.21904867162134	8	-0.43099879114995	0.666469249457959	1	"PEBP, TFS1"	"PEBP, TFS1; phosphatidylethanolamine-binding protein"
"ko:K00930"	-1.28576645463337	9	-0.428588818211124	0.668222484385491	1	"argB"	"argB; acetylglutamate kinase [EC:2.7.2.8]"
"ko:K02560"	-1.20680699044367	8	-0.426670703263023	0.669619192082059	1	"lpxM, msbB"	"lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]"
"ko:K03763"	-0.953222583617505	5	-0.426294098931344	0.669893557302876	1	"polC"	"polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
"ko:K01916"	-1.03739328848406	6	-0.423514036562303	0.671920259649564	1	"nadE"	"nadE; NAD+ synthase [EC:6.3.1.5]"
"ko:K01119"	-1.97861236337262	22	-0.421841573261109	0.67314065865455	1	"cpdB"	"cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]"
"ko:K01496"	-1.62896877378636	15	-0.420597928824434	0.674048706404116	1	"hisI"	"hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]"
"ko:K01486"	-1.51418859458198	13	-0.419960355268314	0.674514415418911	1	"ade"	"ade; adenine deaminase [EC:3.5.4.2]"
"ko:K01465"	-1.10858410674847	7	-0.419005407693592	0.675212180241438	1	"URA4, pyrC"	"URA4, pyrC; dihydroorotase [EC:3.5.2.3]"
"ko:K15342"	-2.50550511226089	36	-0.417584185376814	0.676251161420342	1	"cas1"	"cas1; CRISP-associated protein Cas1"
"ko:K09005"	-1.25087985149176	9	-0.416959950497254	0.676707701891622	1	"K09005"	"K09005; uncharacterized protein"
"ko:K01466"	-1.10235366299892	7	-0.416650521305179	0.676934050115263	1	"allB"	"allB; allantoinase [EC:3.5.2.5]"
"ko:K02122"	-1.10043737258613	7	-0.415926231609175	0.677463983901998	1	"ATPVF, ntpF, atpF"	"ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F"
"ko:K06906"	-1.24705355289837	9	-0.41568451763279	0.677640871891033	1	"K06906"	"K06906; uncharacterized protein"
"ko:K02032"	-1.09359583351712	7	-0.413340372900383	0.679357254239111	1	"ddpF"	"ddpF; peptide/nickel transport system ATP-binding protein"
"ko:K06608"	-0.922351841106322	5	-0.412488283177164	0.679981566918317	1	"iolR"	"iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor"
"ko:K00973"	-1.63353470239999	16	-0.408383675599998	0.682992016285559	1	"rfbA, rmlA, rffH"	"rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"ko:K19506"	-0.980489321390625	6	-0.400283089275796	0.688948021932259	1	"gfrA"	"gfrA; fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]"
"ko:K02119"	-0.892615147281264	5	-0.399189629413378	0.689753484041	1	"ATPVC, ntpC, atpC"	"ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"
"ko:K19303"	-0.966907541108155	6	-0.394738350694022	0.693035996604931	1	"mepH"	"mepH; murein DD-endopeptidase [EC:3.4.-.-]"
"ko:K01090"	-1.75588001084986	20	-0.392626706459336	0.694595211505749	1	"E3.1.3.16"	"E3.1.3.16; protein phosphatase [EC:3.1.3.16]"
"ko:K14195"	-0.959621996786167	6	-0.391764039679471	0.695232567598035	1	"sasG"	"sasG; surface protein G"
"ko:K15011"	-1.65380260194597	18	-0.389805011526651	0.696680737682941	1	"regB, regS, actS"	"regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
"ko:K03799"	-1.2289918478755	10	-0.388641346506574	0.697541476458108	1	"htpX"	"htpX; heat shock protein HtpX [EC:3.4.24.-]"
"ko:K01783"	-0.94857383821187	6	-0.387253647828741	0.698568437192115	1	"rpe, RPE"	"rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
"ko:K08314"	-0.945852405084789	6	-0.386142627406998	0.699391041300088	1	"fsaB, talC"	"fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"ko:K07011"	-1.68136526717781	19	-0.38573164667407	0.699695422614576	1	NA	NA
"ko:K19428"	-1.58054656656838	17	-0.383338849421691	0.701468537541549	1	"epsL"	"epsL; sugar transferase EpsL [EC:2.-.-.-]"
"ko:K21472"	-1.1470615947489	9	-0.382353864916301	0.702198905789893	1	"lytH"	"lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]"
"ko:K10824"	-1.20112514440779	10	-0.379829121122728	0.704072263985812	1	"nikE, cntF"	"nikE, cntF; nickel transport system ATP-binding protein [EC:7.2.2.11]"
"ko:K06966"	-1.81716231623045	23	-0.37890453561539	0.704758755976691	1	"ppnN"	"ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]"
"ko:K02007"	-1.35048568644939	13	-0.374557337636421	0.707989706479207	1	"cbiM"	"cbiM; cobalt/nickel transport system permease protein"
"ko:K08372"	-0.984387447350856	7	-0.372063482774865	0.7098455841901	1	"pepD"	"pepD; putative serine protease PepD [EC:3.4.21.-]"
"ko:K12688"	-0.827721536942194	5	-0.37016832460867	0.711257076204814	1	"sphB1, nalP, ausP"	"sphB1, nalP, ausP; autotransporter serine protease [EC:3.4.21.-]"
"ko:K15051"	-1.76959409883377	23	-0.368985876637181	0.712138251959927	1	"endA"	"endA; DNA-entry nuclease"
"ko:K03544"	-1.21912539968949	11	-0.36758013846928	0.713186326742305	1	"clpX, CLPX"	"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
"ko:K02647"	-1.03274344318723	8	-0.365129945951818	0.715014408180243	1	"cdaR"	"cdaR; carbohydrate diacid regulator"
"ko:K00842"	-1.1395918666498	10	-0.360370590161623	0.718570016872826	1	NA	NA
"ko:K12678"	-1.01650006347505	8	-0.359387043979882	0.719305565626316	1	"aidA-I, misL"	"aidA-I, misL; autotransporter family porin"
"ko:K10804"	-1.01149797580252	8	-0.357618538923214	0.720628802612546	1	"tesA"	"tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]"
"ko:K16235"	-0.798432394232673	5	-0.357069821788433	0.721039535985481	1	"mmuP"	"mmuP; S-methylmethionine transporter"
"ko:K01023"	-1.12065906671627	10	-0.354383513134199	0.723051488513385	1	"assT"	"assT; arylsulfate sulfotransferase [EC:2.8.2.22]"
"ko:K06236"	-0.791997443440801	5	-0.354192024307935	0.723194980356748	1	"COL1A"	"COL1A; collagen type I alpha"
"ko:K07027"	-1.3699738172272	15	-0.353725718590744	0.723544446492159	1	"K07027"	"K07027; glycosyltransferase 2 family protein"
"ko:K10108"	-0.86361413319402	6	-0.35256899349689	0.724411586255718	1	"malE"	"malE; maltose/maltodextrin transport system substrate-binding protein"
"ko:K15773"	-1.75956424861995	25	-0.351912849723989	0.724903622179258	1	"hipB"	"hipB; HTH-type transcriptional regulator / antitoxin HipB"
"ko:K01686"	-1.36229656489157	15	-0.351743460561376	0.725030663948744	1	"uxuA"	"uxuA; mannonate dehydratase [EC:4.2.1.8]"
"ko:K00978"	-1.11139557505795	10	-0.351454139861575	0.725247671802845	1	"rfbF"	"rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]"
"ko:K15583"	-1.16422037743787	11	-0.351025651386123	0.725569104361603	1	"oppD"	"oppD; oligopeptide transport system ATP-binding protein"
"ko:K02035"	-0.99124663841393	8	-0.35045860992543	0.725994547386906	1	"ABC.PE.S"	"ABC.PE.S; peptide/nickel transport system substrate-binding protein"
"ko:K03800"	-1.40007370442011	16	-0.350018426105029	0.726324869257267	1	"lplA, lplJ, lipL1"	"lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]"
"ko:K19091"	-1.5219812171143	19	-0.349166437861487	0.726964361131583	1	"cas6"	"cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]"
