"sgb"	"genome_size"	"gene_count_k"	"Acetate utilization"	"Aerobe"	"Alkaline phosphatase"	"Anaerobe"	"Arginine dihydrolase"	"Bacillus or coccobacillus"	"Beta hemolysis"	"Bile-susceptible"	"Capnophilic"	"Casein hydrolysis"	"Catalase"	"Citrate"	"Coagulase production"	"Coccus"	"Coccus - clusters or groups predominate"	"Coccus - pairs or chains predominate"	"Colistin-Polymyxin susceptible"	"D-Mannitol"	"D-Mannose"	"D-Sorbitol"	"D-Xylose"	"DNase"	"Esculin hydrolysis"	"Facultative"	"Gas from glucose"	"Gelatin hydrolysis"	"Glucose fermenter"	"Glycerol"	"Gram negative"	"Gram positive"	"Growth at 42°C"	"Growth in 6.5% NaCl"	"Growth in KCN"	"Growth on MacConkey agar"	"Growth on ordinary blood agar"	"Hydrogen sulfide"	"Indole"	"L-Arabinose"	"L-Rhamnose"	"Lactose"	"Lipase"	"Lysine decarboxylase"	"Malonate"	"Maltose"	"Melibiose"	"Motile"	"Mucate utilization"	"Nitrate to nitrite"	"Nitrite to gas"	"ONPG (beta galactosidase)"	"Ornithine decarboxylase"	"Pyrrolidonyl-beta-naphthylamide"	"Raffinose"	"Salicin"	"Spore formation"	"Starch hydrolysis"	"Sucrose"	"Tartrate utilization"	"Trehalose"	"Urea hydrolysis"	"Voges Proskauer"	"Yellow pigment"
"GreatApes_cluster95_000688"	2350476	1.987	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
"GreatApes_cluster95_000731"	2239308	2.032	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000742"	3345875	2.584	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_000744"	2352670	1.922	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000745"	3096986	2.451	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_000746"	2500761	2.079	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000747"	3129247	2.512	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000748"	1726852	1.566	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000850"	2881120	2.575	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0
"GreatApes_cluster95_000854"	2203836	2.085	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_000856"	3126998	2.355	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000870"	1989918	1.799	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000874"	2589409	2.174	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000875"	2143118	1.745	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_000876"	2078270	1.701	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000878"	2480353	1.965	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000879"	3008711	2.329	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0
"GreatApes_cluster95_000880"	2619161	1.971	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_000883"	2795048	2.146	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0
"GreatApes_cluster95_000884"	2837293	2.197	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000885"	2531222	2.046	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000886"	2482363	1.957	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000888"	2222294	1.931	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000889"	2425289	2.01	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000890"	2855269	2.23	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0
"GreatApes_cluster95_000891"	2231570	1.717	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_000892"	2589850	2.028	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000893"	3382094	2.652	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_000894"	3136640	2.43	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000895"	2932136	2.218	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0
"GreatApes_cluster95_000896"	3040477	2.372	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_000920"	2321431	2.119	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"GreatApes_cluster95_000956"	2457183	1.879	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_000983"	2303068	2.149	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_000984"	2380432	1.979	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_000987"	2338032	2.234	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_000988"	2512698	2.274	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_000989"	4072059	3.44	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_000991"	2395862	2.179	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_000996"	2577335	2.487	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_001000"	3715744	3.228	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001006"	2250309	2.046	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001008"	2917773	2.584	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001013"	2570451	2.239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0
"GreatApes_cluster95_001058"	2394623	2.3	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0
"GreatApes_cluster95_001069"	2656422	2.266	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001093"	2871457	2.395	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
"GreatApes_cluster95_001095"	2633068	2.249	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"GreatApes_cluster95_001115"	6645434	4.97	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0
"GreatApes_cluster95_001120"	6034662	4.731	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0
"GreatApes_cluster95_001122"	2509497	2.01	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001148"	3542960	2.837	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001154"	2312911	2.002	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"GreatApes_cluster95_001174"	1999695	1.825	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001179"	2072450	1.88	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001180"	1898555	1.58	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001183"	2415904	2.074	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001184"	2885403	2.234	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001185"	2008643	1.758	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001187"	2398792	1.768	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001188"	2431362	2.056	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001191"	2121082	2.055	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001242"	3020343	2.525	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001252"	2592132	2.344	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001263"	2043182	1.79	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"GreatApes_cluster95_001264"	2651917	2.669	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001265"	2466342	2.112	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"GreatApes_cluster95_001284"	2850495	2.309	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001302"	6475900	4.97	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001305"	2825407	2.692	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"GreatApes_cluster95_001306"	2656251	2.499	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
"GreatApes_cluster95_001307"	2660367	2.477	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0
"GreatApes_cluster95_001308"	2852091	2.32	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001312"	2822093	2.31	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001329"	3621106	3.362	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001332"	2646992	2.188	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0
"GreatApes_cluster95_001336"	2736700	2.149	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001337"	3107709	2.368	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001338"	3069758	2.359	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
"GreatApes_cluster95_001339"	2952711	2.357	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001341"	3180071	2.932	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001342"	3372365	2.823	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001343"	2593483	2.332	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001371"	2553281	2.464	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_001380"	1855043	1.72	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001381"	2217680	1.941	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001382"	2191197	1.796	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001383"	1677307	1.371	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001384"	3142743	2.483	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
