"mod"	"comp"	"n"	"n_sig"	"p"	"est"	"mean_sig_est"	"q"	"V2"
"md:M00620"	"human"	17	1	0.742642124683452	0.752096227255465	-0.0160187841639057	1	"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
"md:M00620"	"hdi_diff"	17	2	0.227973375014825	2.37516099800651	-0.0708486898974089	1	"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
"md:M00622"	"human"	7	0	1	0	0.19146121277781	1	"Nicotinate degradation, nicotinate => fumarate"
"md:M00622"	"hdi_diff"	7	0	1	0	0.169900520316651	1	"Nicotinate degradation, nicotinate => fumarate"
"md:M00630"	"human"	5	0	1	0	0.163646849712538	1	"D-Galacturonate degradation (fungi), D-galacturonate => glycerol"
"md:M00630"	"hdi_diff"	5	0	1	0	0.0837380238723505	1	"D-Galacturonate degradation (fungi), D-galacturonate => glycerol"
"md:M00631"	"human"	8	1	0.471972259385489	1.71970315176048	-0.126655124237881	1	"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"
"md:M00631"	"hdi_diff"	8	0	1	0	0.0859563131261707	1	"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"
"md:M00633"	"human"	5	0	1	0	-0.15254346418379	1	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"
"md:M00633"	"hdi_diff"	5	0	1	0	0.161839842327959	1	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"
"md:M00636"	"human"	6	1	0.38055745426625	2.40774161159199	-0.609175711159282	1	"Phthalate degradation, phthalate => protocatechuate"
"md:M00636"	"hdi_diff"	6	0	1	0	-0.259730598854307	1	"Phthalate degradation, phthalate => protocatechuate"
"md:M00637"	"human"	7	1	0.428087496140591	2.00640786050155	0.797798116295749	1	"Anthranilate degradation, anthranilate => catechol"
"md:M00637"	"hdi_diff"	7	0	1	0	-0.386113561539002	1	"Anthranilate degradation, anthranilate => catechol"
"md:M00649"	"human"	5	0	1	0	0.605787529173355	1	"Multidrug resistance, efflux pump AdeABC"
"md:M00649"	"hdi_diff"	5	1	0.239139506216474	4.4521938071492	-0.520153595643969	1	"Multidrug resistance, efflux pump AdeABC"
"md:M00651"	"human"	11	6	6.66717210878511e-05	14.485599970991	1.0727832495708	0.106341395135123	"Vancomycin resistance, D-Ala-D-Lac type"
"md:M00651"	"hdi_diff"	11	5	0.000149083878788224	14.8800710792275	0.678770596065674	0.2367451995157	"Vancomycin resistance, D-Ala-D-Lac type"
"md:M00652"	"human"	5	2	0.0503115583795719	8.02960456832933	0.676172438950913	1	"Vancomycin resistance, D-Ala-D-Ser type"
"md:M00652"	"hdi_diff"	5	3	0.00138465584866171	26.7361821400468	0.871606812333953	1	"Vancomycin resistance, D-Ala-D-Ser type"
"md:M00660"	"human"	18	2	0.40679579226864	1.50493595995901	0.660479988865643	1	"Xanthomonas spp. pathogenicity signature, T3SS and effectors"
"md:M00660"	"hdi_diff"	18	0	1	0	0.116736229924948	1	"Xanthomonas spp. pathogenicity signature, T3SS and effectors"
"md:M00673"	"human"	8	1	0.471972259385489	1.71970315176048	-0.988282301050376	1	"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"
"md:M00673"	"hdi_diff"	8	0	1	0	0.229113581503156	1	"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"
"md:M00725"	"human"	6	0	1	0	-0.00423454173959067	1	"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon"
"md:M00725"	"hdi_diff"	6	2	0.0367497213169219	8.91081672480496	0.596851169285217	1	"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon"
"md:M00736"	"human"	6	0	1	0	0.943358278214014	1	"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"
"md:M00736"	"hdi_diff"	6	1	0.279617463196384	3.56167328064575	-1.11562341166858	1	"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"
"md:M00740"	"human"	12	3	0.0587612933244824	4.01657430262341	1.16688179078161	1	"Methylaspartate cycle"
"md:M00740"	"hdi_diff"	12	2	0.131115622573568	3.56356117888273	0.121005405076619	1	"Methylaspartate cycle"
"md:M00741"	"human"	13	1	0.645781468757014	1.00297767076725	-0.115446719646546	1	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"
"md:M00741"	"hdi_diff"	13	1	0.508703790411212	1.48369027573416	0.28946253947732	1	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"
"md:M00745"	"human"	6	0	1	0	0.189280367964415	1	"Imipenem resistance, repression of porin OprD"
"md:M00745"	"hdi_diff"	6	0	1	0	-0.242684259235655	1	"Imipenem resistance, repression of porin OprD"
"md:M00763"	"human"	6	3	0.00755513551262877	12.0499834800617	-1.77867151236663	1	"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"
"md:M00763"	"hdi_diff"	6	0	1	0	0.386373739952629	1	"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"
"md:M00769"	"human"	5	0	1	0	0.107417330013189	1	"Multidrug resistance, efflux pump MexPQ-OpmE"
"md:M00769"	"hdi_diff"	5	0	1	0	-0.154360450696818	1	"Multidrug resistance, efflux pump MexPQ-OpmE"
"md:M00773"	"human"	13	0	1	0	0	1	"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"
"md:M00773"	"hdi_diff"	13	0	1	0	0	1	"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"
"md:M00774"	"human"	9	0	1	0	-0.0995150446749069	1	"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"
"md:M00774"	"hdi_diff"	9	1	0.388590941855708	2.22575807748088	0.301196125195062	1	"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"
"md:M00775"	"human"	7	0	1	0	0	1	"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"
"md:M00775"	"hdi_diff"	7	0	1	0	0	1	"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"
"md:M00776"	"human"	7	0	1	0	0	1	"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"
"md:M00776"	"hdi_diff"	7	0	1	0	0	1	"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"
"md:M00777"	"human"	8	0	1	0	0.124235230882268	1	"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"
"md:M00777"	"hdi_diff"	8	0	1	0	0.169325261225727	1	"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"
"md:M00778"	"human"	11	1	0.584443860668688	1.203664728855	-0.163225267495882	1	"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"
"md:M00778"	"hdi_diff"	11	1	0.45192555534742	1.7805782969183	0.105311047474898	1	"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"
"md:M00779"	"human"	8	0	1	0	0	1	"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"
"md:M00779"	"hdi_diff"	8	0	1	0	0	1	"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"
"md:M00780"	"human"	7	0	1	0	0.381521897238092	1	"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"
"md:M00780"	"hdi_diff"	7	1	0.317943483691064	2.96799270378516	-1.01600595350845	1	"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"
"md:M00782"	"human"	8	0	1	0	0	1	"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"
"md:M00782"	"hdi_diff"	8	0	1	0	0	1	"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"
"md:M00783"	"human"	6	0	1	0	0	1	"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"
"md:M00783"	"hdi_diff"	6	0	1	0	0	1	"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"
"md:M00784"	"human"	5	0	1	0	0	1	"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A"
"md:M00784"	"hdi_diff"	5	0	1	0	0	1	"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A"
"md:M00785"	"human"	6	0	1	0	0	1	"Cycloserine biosynthesis, arginine/serine => cycloserine"
"md:M00785"	"hdi_diff"	6	0	1	0	0	1	"Cycloserine biosynthesis, arginine/serine => cycloserine"
"md:M00786"	"human"	9	0	1	0	0	1	"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A"
"md:M00786"	"hdi_diff"	9	0	1	0	0	1	"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A"
"md:M00787"	"human"	6	2	0.0716897698130435	6.021647653837	-1.11602542269476	1	"Bacilysin biosynthesis, prephenate => bacilysin"
"md:M00787"	"hdi_diff"	6	1	0.279617463196384	3.56167328064575	1.15473604139544	1	"Bacilysin biosynthesis, prephenate => bacilysin"
"md:M00789"	"human"	7	0	1	0	0.0890080246625687	1	"Rebeccamycin biosynthesis, tryptophan => rebeccamycin"
"md:M00789"	"hdi_diff"	7	0	1	0	-0.102918250669825	1	"Rebeccamycin biosynthesis, tryptophan => rebeccamycin"
"md:M00793"	"human"	5	0	1	0	-0.0230248815193325	1	"dTDP-L-rhamnose biosynthesis"
"md:M00793"	"hdi_diff"	5	0	1	0	9.62245141989193e-05	1	"dTDP-L-rhamnose biosynthesis"
"md:M00797"	"human"	6	0	1	0	0.0497060991711701	1	"dTDP-D-desosamine biosynthesis"
"md:M00797"	"hdi_diff"	6	1	0.279617463196384	3.56167328064575	-0.734479493390641	1	"dTDP-D-desosamine biosynthesis"
"md:M00798"	"human"	6	0	1	0	-0.0364421192060329	1	"dTDP-L-mycarose biosynthesis"
"md:M00798"	"hdi_diff"	6	0	1	0	0.48370059191178	1	"dTDP-L-mycarose biosynthesis"
"md:M00799"	"human"	5	0	1	0	-0.0437305430472395	1	"dTDP-L-oleandrose biosynthesis"
"md:M00799"	"hdi_diff"	5	0	1	0	0.580440710294136	1	"dTDP-L-oleandrose biosynthesis"
"md:M00800"	"human"	5	0	1	0	-0.0437305430472395	1	"dTDP-L-megosamine biosynthesis"
"md:M00800"	"hdi_diff"	5	0	1	0	0.580440710294136	1	"dTDP-L-megosamine biosynthesis"
"md:M00802"	"human"	5	2	0.0503115583795719	8.02960456832933	-0.122090458086025	1	"dTDP-D-forosamine biosynthesis"
"md:M00802"	"hdi_diff"	5	1	0.239139506216474	4.4521938071492	0.866108099880853	1	"dTDP-D-forosamine biosynthesis"
"md:M00804"	"human"	6	2	0.0716897698130435	6.021647653837	1.36289394552893	1	"Complete nitrification, comammox, ammonia => nitrite => nitrate"
"md:M00804"	"hdi_diff"	6	0	1	0	0.190961373037362	1	"Complete nitrification, comammox, ammonia => nitrite => nitrate"
"md:M00805"	"human"	8	0	1	0	0	1	"Staurosporine biosynthesis, tryptophan => staurosporine"
"md:M00805"	"hdi_diff"	8	0	1	0	0	1	"Staurosporine biosynthesis, tryptophan => staurosporine"
"md:M00808"	"human"	5	0	1	0	0	1	"Violacein biosynthesis, tryptophan => violacein"
"md:M00808"	"hdi_diff"	5	0	1	0	0	1	"Violacein biosynthesis, tryptophan => violacein"
"md:M00810"	"human"	10	0	1	0	-0.198123224925016	1	"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde"
"md:M00810"	"hdi_diff"	10	0	1	0	0.180606886809287	1	"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde"
"md:M00811"	"human"	8	0	1	0	0	1	"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde"
"md:M00811"	"hdi_diff"	8	0	1	0	0	1	"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde"
"md:M00814"	"human"	8	2	0.120894153426302	4.01503653359285	-0.26116124267371	1	"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose"
"md:M00814"	"hdi_diff"	8	0	1	0	0.251385273438354	1	"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose"
"md:M00815"	"human"	9	1	0.512491183964788	1.50467815125084	0.109551275575171	1	"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A"
"md:M00815"	"hdi_diff"	9	0	1	0	0.0324929960976392	1	"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A"
"md:M00819"	"human"	7	0	1	0	0	1	"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone"
"md:M00819"	"hdi_diff"	7	0	1	0	0	1	"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone"
"md:M00823"	"human"	9	0	1	0	0.296739253407405	1	"Chlortetracycline biosynthesis, pretetramide => chlortetracycline"
"md:M00823"	"hdi_diff"	9	1	0.388590941855708	2.22575807748088	-0.790226852728795	1	"Chlortetracycline biosynthesis, pretetramide => chlortetracycline"
"md:M00824"	"human"	9	1	0.512491183964788	1.50467815125084	0.00457668757785223	1	"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core"
"md:M00824"	"hdi_diff"	9	0	1	0	0.195987542989825	1	"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core"
"md:M00825"	"human"	8	0	1	0	-0.114470454584945	1	"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core"
"md:M00825"	"hdi_diff"	8	0	1	0	0.102703765742984	1	"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core"
"md:M00826"	"human"	7	0	1	0	0	1	"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA"
"md:M00826"	"hdi_diff"	7	0	1	0	0	1	"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA"
"md:M00827"	"human"	6	0	1	0	0.163515364502181	1	"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP"
"md:M00827"	"hdi_diff"	6	0	1	0	0.0148833104212792	1	"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP"
"md:M00831"	"human"	5	0	1	0	0	1	"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"
"md:M00831"	"hdi_diff"	5	0	1	0	0	1	"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"
"md:M00832"	"human"	5	0	1	0	0	1	"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP"
"md:M00832"	"hdi_diff"	5	0	1	0	0	1	"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP"
"md:M00833"	"human"	10	0	1	0	0.198776369411628	1	"Calicheamicin biosynthesis, calicheamicinone => calicheamicin"
"md:M00833"	"hdi_diff"	10	0	1	0	0.270920417961163	1	"Calicheamicin biosynthesis, calicheamicinone => calicheamicin"
"md:M00834"	"human"	5	0	1	0	0	1	"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP"
"md:M00834"	"hdi_diff"	5	0	1	0	0	1	"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP"
"md:M00835"	"human"	7	1	0.428087496140591	2.00640786050155	-0.163138415340341	1	"Pyocyanine biosynthesis, chorismate => pyocyanine"
"md:M00835"	"hdi_diff"	7	0	1	0	0.0808735803308572	1	"Pyocyanine biosynthesis, chorismate => pyocyanine"
"md:M00836"	"human"	5	4	0.000162087827654211	48.2753772887853	-4.42018304193627	0.257233382487232	"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430"
"md:M00836"	"hdi_diff"	5	0	1	0	0.55519847413578	1	"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430"
"md:M00837"	"human"	11	0	1	0	-0.0862227275847684	1	"Prodigiosin biosynthesis, L-proline => prodigiosin"
"md:M00837"	"hdi_diff"	11	0	1	0	0.0535509491683408	1	"Prodigiosin biosynthesis, L-proline => prodigiosin"
"md:M00838"	"human"	11	0	1	0	-0.0862227275847684	1	"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin"
"md:M00838"	"hdi_diff"	11	0	1	0	0.0535509491683408	1	"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin"
"md:M00840"	"human"	6	1	0.38055745426625	2.40774161159199	0.132478969417746	1	"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
"md:M00840"	"hdi_diff"	6	1	0.279617463196384	3.56167328064575	-0.114737950032115	1	"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
"md:M00841"	"human"	5	0	1	0	0.048213339125256	1	"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
"md:M00841"	"hdi_diff"	5	1	0.239139506216474	4.4521938071492	-0.110973559333989	1	"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
"md:M00845"	"human"	7	1	0.428087496140591	2.00640786050155	0.733845687392247	1	"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
"md:M00845"	"hdi_diff"	7	1	0.317943483691064	2.96799270378516	-0.775470756855124	1	"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
"md:M00846"	"human"	14	0	1	0	0.0694889686500817	1	"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
"md:M00846"	"hdi_diff"	14	4	0.0051907884862249	7.13556302040668	0.220804335236843	1	"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
"md:M00848"	"human"	11	0	1	0	0.00385702415026942	1	"Aurachin biosynthesis, anthranilate => aurachin A"
"md:M00848"	"hdi_diff"	11	0	1	0	0.00429404525409873	1	"Aurachin biosynthesis, anthranilate => aurachin A"
"md:M00849"	"human"	15	3	0.102560467667096	3.01179962927276	-0.830545283569571	1	"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
"md:M00849"	"hdi_diff"	15	2	0.18828099395257	2.74094202197547	0.307491095249853	1	"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
"md:M00850"	"human"	7	1	0.428087496140591	2.00640786050155	0.129172325289146	1	"Vibrio cholerae pathogenicity signature, cholera toxins"
"md:M00850"	"hdi_diff"	7	1	0.317943483691064	2.96799270378516	0.455873260693227	1	"Vibrio cholerae pathogenicity signature, cholera toxins"
"md:M00851"	"human"	21	1	0.813026085703259	0.601563084925683	0.330242560045697	1	"Carbapenem resistance"
"md:M00851"	"hdi_diff"	21	1	0.682809174675666	0.889950799660702	0.109120129870859	1	"Carbapenem resistance"
"md:M00852"	"human"	14	1	0.672968229975491	0.925786822537406	0.710662190553559	1	"Vibrio cholerae pathogenicity signature, toxin coregulated pilus"
"md:M00852"	"hdi_diff"	14	1	0.534849052142472	1.36951584704349	0.477410330196386	1	"Vibrio cholerae pathogenicity signature, toxin coregulated pilus"
"md:M00853"	"human"	5	0	1	0	0	1	"ETEC pathogenicity signature, colonization factors"
"md:M00853"	"hdi_diff"	5	0	1	0	0	1	"ETEC pathogenicity signature, colonization factors"
"md:M00854"	"human"	11	1	0.584443860668688	1.203664728855	0.112143566821988	1	"Glycogen biosynthesis, glucose-1P => glycogen/starch"
"md:M00854"	"hdi_diff"	11	1	0.45192555534742	1.7805782969183	-0.0940637358209293	1	"Glycogen biosynthesis, glucose-1P => glycogen/starch"
"md:M00855"	"human"	10	3	0.035939705512527	5.16443658419423	-0.428085058339981	1	"Glycogen degradation, glycogen => glucose-6P"
"md:M00855"	"hdi_diff"	10	2	0.0958011454435529	4.45473722810623	-0.43067689778173	1	"Glycogen degradation, glycogen => glucose-6P"
"md:M00857"	"human"	10	0	1	0	0	1	"Salmonella enterica pathogenicity signature, Vi antigen"
"md:M00857"	"hdi_diff"	10	0	1	0	0	1	"Salmonella enterica pathogenicity signature, Vi antigen"
"md:M00860"	"human"	7	1	0.428087496140591	2.00640786050155	-0.140998782802612	1	"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis"
"md:M00860"	"hdi_diff"	7	0	1	0	0.169114478913897	1	"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis"
"md:M00866"	"human"	11	0	1	0	0.612556974084638	1	"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
"md:M00866"	"hdi_diff"	11	0	1	0	-0.351327401935735	1	"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"
"md:M00867"	"human"	6	0	1	0	0.142353510934325	1	"KDO2-lipid A modification pathway"
"md:M00867"	"hdi_diff"	6	0	1	0	-0.0629293697724879	1	"KDO2-lipid A modification pathway"
"md:M00868"	"human"	8	1	0.471972259385489	1.71970315176048	0.709123699916744	1	"Heme biosynthesis, animals and fungi, glycine => heme"
"md:M00868"	"hdi_diff"	8	1	0.354231891695756	2.54389339237334	0.0651710505106261	1	"Heme biosynthesis, animals and fungi, glycine => heme"
"md:M00872"	"human"	10	3	0.035939705512527	5.16443658419423	0.503340302080787	1	"O-glycan biosynthesis, mannose type (core M3)"
"md:M00872"	"hdi_diff"	10	2	0.0958011454435529	4.45473722810623	0.711905185113204	1	"O-glycan biosynthesis, mannose type (core M3)"
"md:M00873"	"human"	8	0	1	0	0.214337183133593	1	"Fatty acid biosynthesis in mitochondria, animals"
"md:M00873"	"hdi_diff"	8	0	1	0	0.142152154269519	1	"Fatty acid biosynthesis in mitochondria, animals"
"md:M00874"	"human"	7	1	0.428087496140591	2.00640786050155	0.0472209177177999	1	"Fatty acid biosynthesis in mitochondria, fungi"
"md:M00874"	"hdi_diff"	7	0	1	0	0.0124165822996917	1	"Fatty acid biosynthesis in mitochondria, fungi"
"md:M00875"	"human"	7	0	1	0	-0.00788217374283227	1	"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B"
"md:M00875"	"hdi_diff"	7	0	1	0	0.239782219562264	1	"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B"
"md:M00878"	"human"	11	0	1	0	0.0154175393237867	1	"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA"
"md:M00878"	"hdi_diff"	11	2	0.113099002553433	3.9599654489846	0.150178891414403	1	"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA"
"md:M00879"	"human"	5	1	0.329079506857383	3.0097458283033	0.88196924653504	1	"Arginine succinyltransferase pathway, arginine => glutamate"
"md:M00879"	"hdi_diff"	5	0	1	0	-0.736599846220081	1	"Arginine succinyltransferase pathway, arginine => glutamate"
"md:M00880"	"human"	9	1	0.512491183964788	1.50467815125084	0.263897430169818	1	"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"
"md:M00880"	"hdi_diff"	9	1	0.388590941855708	2.22575807748088	0.245757914883851	1	"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"
"md:M00883"	"human"	5	1	0.329079506857383	3.0097458283033	0.756181851902036	1	"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2"
"md:M00883"	"hdi_diff"	5	0	1	0	0.248718496223874	1	"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2"
"md:M00889"	"human"	9	0	1	0	0	1	"Puromycin biosynthesis, ATP => puromycin"
"md:M00889"	"hdi_diff"	9	0	1	0	0	1	"Puromycin biosynthesis, ATP => puromycin"
"md:M00892"	"human"	8	1	0.471972259385489	1.71970315176048	-0.262286778030013	1	"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"md:M00892"	"hdi_diff"	8	1	0.354231891695756	2.54389339237334	0.312829726996252	1	"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"md:M00893"	"human"	6	0	1	0	0	1	"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"md:M00893"	"hdi_diff"	6	0	1	0	0	1	"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"md:M00895"	"human"	10	0	1	0	0.310875797897947	1	"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"md:M00895"	"hdi_diff"	10	1	0.421123141457058	1.97850268584178	0.10848417089132	1	"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"md:M00896"	"human"	7	1	0.428087496140591	2.00640786050155	-0.602024670480348	1	"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"md:M00896"	"hdi_diff"	7	0	1	0	-0.327064031721657	1	"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"md:M00897"	"human"	5	1	0.329079506857383	3.0097458283033	0.578056749940287	1	"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"md:M00897"	"hdi_diff"	5	0	1	0	-0.10070832181566	1	"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"md:M00898"	"human"	5	1	0.329079506857383	3.0097458283033	0.538678375097253	1	"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"md:M00898"	"hdi_diff"	5	0	1	0	-0.175880240034607	1	"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"md:M00899"	"human"	5	0	1	0	-0.066773979291715	1	"Thiamine salvage pathway, HMP/HET => TMP"
"md:M00899"	"hdi_diff"	5	0	1	0	0.0598067980265915	1	"Thiamine salvage pathway, HMP/HET => TMP"
"md:M00902"	"human"	7	0	1	0	0	1	"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"md:M00902"	"hdi_diff"	7	0	1	0	0	1	"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"md:M00903"	"human"	6	1	0.38055745426625	2.40774161159199	0.130538406960319	1	"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"md:M00903"	"hdi_diff"	6	0	1	0	-0.0419832524923645	1	"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"md:M00906"	"human"	5	0	1	0	0	1	"Ethynylserine biosynthesis, lysine => ethynylserine"
