"ogs"	"tax"	"B_prev"	"V_prev"	"pval"	"effect"	"Zscore"	"annot"
"ko:K01273"	"f__Bacteroidaceae"	0.127659574468085	0.977099236641221	3.35158732989007e-30	-2.84209017587353	-11.4192382280501	"DPEP; membrane dipeptidase [EC:3.4.13.19]"
"ko:K01274"	"f__Bacteroidaceae"	0.127659574468085	0.977099236641221	3.35158732989007e-30	-2.84209017587353	-11.4192382280501	"pepV; beta-Ala-Xaa dipeptidase [EC:3.4.13.-]"
"ko:K00033"	"f__Bacteroidaceae"	0.851063829787234	0.0152671755725191	4.42707526352286e-30	5.09078387672202	11.3950240933338	"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"ko:K00036"	"f__Bacteroidaceae"	0.851063829787234	0.0152671755725191	4.42707526352286e-30	5.09078387672202	11.3950240933338	"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"ko:K06911"	"f__Bacteroidaceae"	0.851063829787234	0.0152671755725191	4.42707526352286e-30	5.09078387672202	11.3950240933338	"PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]"
"ko:K02169"	"f__Bacteroidaceae"	0.936170212765957	0.0610687022900763	8.64438475844375e-30	3.73481348165253	11.336593885258	"bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]"
"ko:K01905"	"f__Bacteroidaceae"	1	0.122137404580153	1.28746636716061e-29	2.93424447492261	11.3016696219117	"acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]"
"ko:K09181"	"f__Bacteroidaceae"	1	0.122137404580153	1.28746636716061e-29	2.93424447492261	11.3016696219117	"yfiQ; acetyltransferase"
"ko:K22224"	"f__Bacteroidaceae"	1	0.122137404580153	1.28746636716061e-29	2.93424447492261	11.3016696219117	"acdB; acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]"
"ko:K02453"	"f__Bacteroidaceae"	0.978723404255319	0.099236641221374	1.69634795329981e-29	3.17811012264387	11.2774271504983	"gspD; general secretion pathway protein D"
"ko:K03449"	"f__Bacteroidaceae"	0.787234042553192	0	2.16964025717984e-29	6.31693141065148	11.2557534095803	"MFS.CP; MFS transporter, CP family, cyanate transporter"
"ko:K01070"	"f__Bacteroidaceae"	1	0.129770992366412	4.84693220578117e-29	2.85321840849191	11.1846721965004	"frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]"
"ko:K22347"	"f__Bacteroidaceae"	0.851063829787234	0.0229007633587786	6.02697179713831e-29	4.70992722444014	11.16532595826	"nox; 4,4'-dithiodibutanoate disulfide reductase [EC:1.8.1.20]"
"ko:K01734"	"f__Bacteroidaceae"	0.893617021276596	0.0458015267175572	1.24115756258894e-28	4.01733494725478	11.1009512694136	"mgsA; methylglyoxal synthase [EC:4.2.3.3]"
"ko:K00275"	"f__Bacteroidaceae"	0.765957446808511	0	2.80080833199571e-28	6.27790563265848	11.0279814421362	"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
"ko:K15640"	"f__Bacteroidaceae"	0.0212765957446809	0.885496183206107	2.9079731893594e-28	-4.83953188488196	-11.0246034471667	"K15640, phoE; uncharacterized phosphatase"
"ko:K01580"	"f__Bacteroidaceae"	0.787234042553192	0.00763358778625953	7.67529475376815e-28	5.49860537077287	10.9369325729093	"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
"ko:K01634"	"f__Bacteroidaceae"	0.787234042553192	0.00763358778625953	7.67529475376815e-28	5.49860537077287	10.9369325729093	"SGPL1, DPL1; sphinganine-1-phosphate aldolase [EC:4.1.2.27]"
"ko:K02482"	"f__Bacteroidaceae"	0.787234042553192	0.00763358778625953	7.67529475376815e-28	5.49860537077287	10.9369325729093	"flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"
"ko:K08177"	"f__Bacteroidaceae"	0.787234042553192	0.00763358778625953	7.67529475376815e-28	5.49860537077287	10.9369325729093	"oxlT; MFS transporter, OFA family, oxalate/formate antiporter"
"ko:K11065"	"f__Bacteroidaceae"	0.957446808510638	0.099236641221374	7.95474019542048e-28	3.14672548187769	10.9336890020157	"tpx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]"
"ko:K15772"	"f__Bacteroidaceae"	0.957446808510638	0.106870229007634	3.297829326714e-27	3.04927487110456	10.8039289931747	"ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
"ko:K09758"	"f__Bacteroidaceae"	0.74468085106383	0	3.33762992896165e-27	6.23779476325755	10.8028278348832	"asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"ko:K00616"	"f__Bacteroidaceae"	0.765957446808511	0.00763358778625953	9.58192033579974e-27	5.45957959277987	10.7055891492048	"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
"ko:K08314"	"f__Bacteroidaceae"	0.765957446808511	0.00763358778625953	9.58192033579974e-27	5.45957959277987	10.7055891492048	"fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"ko:K01573"	"f__Bacteroidaceae"	0.829787234042553	0.0305343511450382	9.66520426372326e-27	4.37280690294876	10.7047876124705	"oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma"
"ko:K09790"	"f__Bacteroidaceae"	0.829787234042553	0.0305343511450381	9.66520426372326e-27	4.37280690294876	10.7047876124705	"K09790; uncharacterized protein"
"ko:K15634"	"f__Bacteroidaceae"	0.0425531914893617	0.885496183206107	1.2975005060836e-26	-4.09083699813365	-10.6774770418868	"gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
"ko:K03113"	"f__Bacteroidaceae"	0.957446808510638	0.114503816793893	1.2975005060836e-26	2.95799237189247	10.6774770418868	"EIF1, SUI1; translation initiation factor 1"
"ko:K18138"	"f__Bacteroidaceae"	0.936170212765957	0.099236641221374	2.49561459508567e-26	3.11464288248465	10.6165706763483	"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump"
"ko:K08723"	"f__Bacteroidaceae"	0.957446808510638	0.122137404580153	4.86493393349302e-26	2.87214342923771	10.5540582675697	"yjjG; pyrimidine 5'-nucleotidase [EC:3.1.3.-]"
"ko:K07192"	"f__Bacteroidaceae"	0.978723404255319	0.145038167938931	4.90999901372184e-26	2.67294355507438	10.5531922187136	"FLOT; flotillin"
"ko:K03642"	"f__Bacteroidaceae"	0.170212765957447	0.961832061068702	8.01440795305525e-26	-2.43100581547092	-10.5070709627453	"rlpA; rare lipoprotein A"
"ko:K20265"	"f__Bacteroidaceae"	0.74468085106383	0.00763358778625953	1.10351848280632e-25	5.41946872337894	10.4768556350193	"gadC; glutamate:GABA antiporter"
"ko:K21739"	"f__Bacteroidaceae"	0.787234042553192	0.0229007633587786	1.72681669492248e-25	4.59881035309983	10.4344108104558	"rclA; probable pyridine nucleotide-disulfide oxidoreductase"
"ko:K22253"	"f__Bacteroidaceae"	0	0.816793893129771	1.86241421313637e-25	-6.36945582764693	-10.4272284887841	"mta; glucan 1,4-alpha-maltotetraohydrolase [EC:3.2.1.60]"
"ko:K01096"	"f__Bacteroidaceae"	0.702127659574468	0	3.82910510531424e-25	6.15406398400889	10.3585023217487	"pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.6.1.75 3.1.3.4 3.6.1.27]"
"ko:K07078"	"f__Bacteroidaceae"	0.872340425531915	0.0687022900763359	4.825113716627e-25	3.48685786439767	10.3363614026815	"K07078; uncharacterized protein"
"ko:K19003"	"f__Bacteroidaceae"	0.829787234042553	0.0458015267175573	5.66132741818236e-25	3.91164735780048	10.3210287566314	"mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]"
"ko:K02614"	"f__Bacteroidaceae"	0.914893617021277	0.099236641221374	5.89129029118945e-25	3.08183057341123	10.3172054841405	"paaI; acyl-CoA thioesterase [EC:3.1.2.-]"
"ko:K00666"	"f__Bacteroidaceae"	0.957446808510638	0.137404580152672	6.0037611277768e-25	2.7144009896537	10.3153891168915	"K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]"
"ko:K11527"	"f__Bacteroidaceae"	0.851063829787234	0.0610687022900763	1.41626136872456e-24	3.59883392597044	10.2326259144113	"K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"ko:K01847"	"f__Bacteroidaceae"	1	0.198473282442748	1.50597678526844e-24	2.27642088552396	10.2266774926832	"MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]"
"ko:K14447"	"f__Bacteroidaceae"	1	0.198473282442748	1.50597678526844e-24	2.27642088552396	10.2266774926832	"ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]"
"ko:K07387"	"f__Bacteroidaceae"	0.957446808510638	0.145038167938931	1.9880338699639e-24	2.6415589143082	10.19974029302	"K07387; metalloprotease [EC:3.4.24.-]"
"ko:K22044"	"f__Bacteroidaceae"	0.957446808510638	0.145038167938931	1.9880338699639e-24	2.6415589143082	10.19974029302	"ybiO; moderate conductance mechanosensitive channel"
"ko:K03644"	"f__Bacteroidaceae"	0.978723404255319	0.175572519083969	4.62808058308242e-24	2.41358390134181	10.1173431319526	"lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]"
"ko:K03406"	"f__Bacteroidaceae"	0.957446808510638	0.152671755725191	6.35063509957386e-24	2.57221856082165	10.0863191612242	"mcp; methyl-accepting chemotaxis protein"
"ko:K08941"	"f__Bacteroidaceae"	0.957446808510638	0.152671755725191	6.35063509957386e-24	2.57221856082165	10.0863191612242	"pscB; photosystem P840 reaction center iron-sulfur protein"
"ko:K03558"	"f__Bacteroidaceae"	1	0.213740458015267	1.10557819553436e-23	2.1744572315997	10.031733906148	"cvpA; membrane protein required for colicin V production"
"ko:K05606"	"f__Bacteroidaceae"	1	0.213740458015267	1.10557819553436e-23	2.1744572315997	10.031733906148	"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"ko:K05595"	"f__Bacteroidaceae"	0.978723404255319	0.183206106870229	1.33779049112613e-23	2.35542628725985	10.0128952507173	"marC; multiple antibiotic resistance protein"
"ko:K01654"	"f__Bacteroidaceae"	0.765957446808511	0.0305343511450381	1.8646050531858e-23	4.25876058339177	9.98000334006355	"neuB, nnaB; N-acetylneuraminate synthase [EC:2.5.1.56]"
"ko:K00179"	"f__Bacteroidaceae"	0.957446808510638	0.16030534351145	1.96149283451009e-23	2.50605864036021	9.97497578975513	"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"ko:K00180"	"f__Bacteroidaceae"	0.957446808510638	0.16030534351145	1.96149283451009e-23	2.50605864036021	9.97497578975513	"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"ko:K11645"	"f__Bacteroidaceae"	0.74468085106383	0.0229007633587786	2.17723129547198e-23	4.5196737057059	9.96461162663812	"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"ko:K06977"	"f__Bacteroidaceae"	0	0.778625954198473	2.89737734002109e-23	-6.30126928615641	-9.93617564855865	"K06977; uncharacterized protein"
"ko:K01436"	"f__Bacteroidaceae"	1	0.221374045801527	2.89737734002109e-23	2.12605634750492	9.93617564855865	"yhaA; amidohydrolase [EC:3.5.1.-]"
"ko:K01439"	"f__Bacteroidaceae"	1	0.221374045801527	2.89737734002109e-23	2.12605634750492	9.93617564855865	"dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]"
"ko:K01849"	"f__Bacteroidaceae"	1	0.221374045801527	2.89737734002109e-23	2.12605634750492	9.93617564855865	"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"
"ko:K03651"	"f__Bacteroidaceae"	1	0.221374045801527	2.89737734002109e-23	2.12605634750492	9.93617564855865	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
"ko:K03763"	"f__Bacteroidaceae"	1	0.221374045801527	2.89737734002109e-23	2.12605634750492	9.93617564855865	"polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
"ko:K18300"	"f__Bacteroidaceae"	0.872340425531915	0.0916030534351145	4.46067615641652e-23	3.11839162585388	9.89308453864821	"oprN; outer membrane protein, multidrug efflux system"
"ko:K00520"	"f__Bacteroidaceae"	0.787234042553192	0.0458015267175573	8.54300620276622e-23	3.83662681623649	9.82784160369386	"merA; mercuric reductase [EC:1.16.1.1]"
"ko:K01241"	"f__Bacteroidaceae"	0.978723404255319	0.198473282442748	1.03314133433212e-22	2.24570448060525	9.80867703102343	"amn; AMP nucleosidase [EC:3.2.2.4]"
"ko:K02039"	"f__Bacteroidaceae"	0.914893617021277	0.129770992366412	1.0583004542953e-22	2.72622245434056	9.80624851737383	"phoU; phosphate transport system protein"
"ko:K19802"	"f__Bacteroidaceae"	0.914893617021277	0.129770992366412	1.0583004542953e-22	2.72622245434056	9.80624851737383	"ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]"
"ko:K03568"	"f__Bacteroidaceae"	0.680851063829787	0.00763358778625953	1.10737719645687e-22	5.29197677772984	9.80167154525062	"tldD; TldD protein"
"ko:K00332"	"f__Bacteroidaceae"	0.765957446808511	0.0381679389312977	1.41052198993796e-22	4.00983243921338	9.77720478517198	"nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]"
"ko:K06973"	"f__Bacteroidaceae"	0.957446808510638	0.175572519083969	1.70494315673778e-22	2.38219926057562	9.7579938873748	"K06973; uncharacterized protein"
"ko:K18139"	"f__Bacteroidaceae"	0.872340425531915	0.099236641221374	1.76630704724662e-22	3.01387852503911	9.75440654481899	"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system"
"ko:K02371"	"f__Bacteroidaceae"	1	0.244274809160305	4.61938916676466e-22	1.98989484561489	9.65637088383155	"fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]"
"ko:K03778"	"f__Bacteroidaceae"	0.893617021276596	0.122137404580153	5.44155973976768e-22	2.77367253384058	9.63956969357759	"ldhA; D-lactate dehydrogenase [EC:1.1.1.28]"
"ko:K08678"	"f__Bacteroidaceae"	0.872340425531915	0.106870229007634	6.61225500703171e-22	2.91642791426599	9.61954570160866	"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"
"ko:K08961"	"f__Bacteroidaceae"	0.872340425531915	0.106870229007634	6.61225500703171e-22	2.91642791426599	9.61954570160866	"K08961; chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]"
"ko:K03394"	"f__Bacteroidaceae"	0.659574468085106	0.00763358778625953	9.80199852225703e-22	5.24684657174218	9.57896740849662	"cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"
"ko:K07714"	"f__Bacteroidaceae"	0.74468085106383	0.0381679389312978	1.42631675784413e-21	3.96972156981245	9.5401457790902	"atoC; two-component system, NtrC family, response regulator AtoC"
"ko:K00887"	"f__Bacteroidaceae"	0.680851063829787	0.0152671755725191	1.69375842999827e-21	4.77303841233868	9.52230735294616	"dgkA; undecaprenol kinase [EC:2.7.1.66]"
"ko:K00901"	"f__Bacteroidaceae"	0.680851063829787	0.0152671755725191	1.69375842999827e-21	4.77303841233868	9.52230735294616	"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]"
"ko:K01912"	"f__Bacteroidaceae"	0.978723404255319	0.221374045801527	1.85660890077663e-21	2.09533994258621	9.51276496072546	"paaK; phenylacetate-CoA ligase [EC:6.2.1.30]"
"ko:K02652"	"f__Bacteroidaceae"	0.978723404255319	0.221374045801527	1.85660890077663e-21	2.09533994258621	9.51276496072546	"pilB; type IV pilus assembly protein PilB"
"ko:K10112"	"f__Bacteroidaceae"	0.829787234042553	0.083969465648855	1.91117700413703e-21	3.15975990726846	9.50975195307015	"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
"ko:K05367"	"f__Bacteroidaceae"	0.617021276595745	0	2.46764563744777e-21	5.97044249344636	9.48313135196642	"pbpC; penicillin-binding protein 1C [EC:2.4.1.129]"
"ko:K11381"	"f__Bacteroidaceae"	0.617021276595745	0	2.46764563744777e-21	5.97044249344636	9.48313135196642	"bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]"
"ko:K03789"	"f__Bacteroidaceae"	1	0.267175572519084	6.25046760288273e-21	1.86548326948904	9.38569193053447	"rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]"
"ko:K07010"	"f__Bacteroidaceae"	0.319148936170213	0.977099236641221	1.7765815919828e-20	-1.584454596417	-9.27497652513413	"K07010; putative glutamine amidotransferase"
"ko:K03724"	"f__Bacteroidaceae"	0.191489361702128	0.916030534351145	2.14275564659544e-20	-2.20035609588958	-9.2549774847745	"lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4]"
"ko:K07340"	"f__Bacteroidaceae"	0.0425531914893617	0.786259541984733	2.37917559151782e-20	-3.92138847100429	-9.2437898688815	"ybbJ; inner membrane protein"
"ko:K07043"	"f__Bacteroidaceae"	0.978723404255319	0.244274809160305	2.76695563761143e-20	1.95917844069619	9.22762626493842	"upp; UTP pyrophosphatase [EC:3.6.1.-]"
"ko:K01082"	"f__Bacteroidaceae"	0.914893617021277	0.16793893129771	2.79851665209984e-20	2.37790524100903	9.22641102263688	"cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
"ko:K21010"	"f__Bacteroidaceae"	0.893617021276596	0.152671755725191	5.29806642981848e-20	2.47374766542451	9.15777025734966	"pelE; polysaccharide biosynthesis protein PelE"
"ko:K05601"	"f__Bacteroidaceae"	1	0.290076335877863	7.31814467919317e-20	1.75095383586515	9.12283928762467	"hcp; hydroxylamine reductase [EC:1.7.99.1]"
"ko:K01546"	"f__Bacteroidaceae"	0.723404255319149	0.0458015267175573	8.10138529020392e-20	3.71623213727464	9.1118166789683	"kdpA; potassium-transporting ATPase potassium-binding subunit"
"ko:K11383"	"f__Bacteroidaceae"	0.723404255319149	0.0458015267175573	8.10138529020392e-20	3.71623213727464	9.1118166789683	"kinB; two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"
"ko:K07709"	"f__Bacteroidaceae"	0.276595744680851	0.954198473282443	8.10138529020393e-20	-1.75031295646682	-9.1118166789683	"zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"
"ko:K13012"	"f__Bacteroidaceae"	0.829787234042553	0.106870229007634	1.01756930318887e-19	2.84511638625313	9.08705605422137	"wbqP; O-antigen biosynthesis protein WbqP"
"ko:K12976"	"f__Bacteroidaceae"	0.234042553191489	0.931297709923664	1.2008815419933e-19	-1.94751835556709	-9.06902371376471	"pagL; lipid A 3-O-deacylase [EC:3.1.1.-]"
"ko:K07588"	"f__Bacteroidaceae"	0.957446808510638	0.229007633587786	1.46178862792604e-19	2.01712564546568	9.04757471295827	"MMAA, argK; GTPase [EC:3.6.5.-]"
"ko:K10804"	"f__Bacteroidaceae"	0.957446808510638	0.229007633587786	1.46178862792604e-19	2.01712564546568	9.04757471295827	"tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]"
"ko:K00658"	"f__Bacteroidaceae"	0.574468085106383	0	1.47084667600505e-19	5.86905234339822	9.04689996870525	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"ko:K09699"	"f__Bacteroidaceae"	0.574468085106383	0	1.47084667600505e-19	5.86905234339822	9.04689996870525	"DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]"
"ko:K11071"	"f__Bacteroidaceae"	0.808510638297872	0.099236641221374	3.04215672574058e-19	2.90554430742976	8.96717531612767	"potB; spermidine/putrescine transport system permease protein"
"ko:K19049"	"f__Bacteroidaceae"	0.851063829787234	0.129770992366412	3.17805638643251e-19	2.6230552077319	8.96235885645068	"cslA; chondroitin AC lyase [EC:4.2.2.5]"
"ko:K02010"	"f__Bacteroidaceae"	0.829787234042553	0.114503816793893	3.43546657569495e-19	2.75383388704103	8.95376921092506	"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
"ko:K11072"	"f__Bacteroidaceae"	0.829787234042553	0.114503816793893	3.43546657569495e-19	2.75383388704103	8.95376921092506	"potA; spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]"
"ko:K04564"	"f__Bacteroidaceae"	0.978723404255319	0.267175572519084	3.50178636190774e-19	1.83476686457033	8.95165919814564	"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"
"ko:K00988"	"f__Bacteroidaceae"	0.914893617021277	0.190839694656489	5.4844133440797e-19	2.20324299697201	8.90201039082666	"APA1_2; sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53]"
"ko:K02160"	"f__Bacteroidaceae"	0.914893617021277	0.190839694656489	5.4844133440797e-19	2.20324299697201	8.90201039082666	"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"
"ko:K00533"	"f__Bacteroidaceae"	0.702127659574468	0.0458015267175573	6.85026403996363e-19	3.6737593895939	8.87730035593285	"E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]"
"ko:K01547"	"f__Bacteroidaceae"	0.702127659574468	0.0458015267175573	6.85026403996363e-19	3.6737593895939	8.87730035593285	"kdpB; potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]"
"ko:K01548"	"f__Bacteroidaceae"	0.702127659574468	0.0458015267175573	6.85026403996363e-19	3.6737593895939	8.87730035593285	"kdpC; potassium-transporting ATPase KdpC subunit"
"ko:K02259"	"f__Bacteroidaceae"	0	0.687022900763359	7.53343268776679e-19	-6.12313415166252	-8.86671659489451	"COX15, ctaA; heme a synthase [EC:1.17.99.9]"
"ko:K01163"	"f__Bacteroidaceae"	0.978723404255319	0.274809160305344	7.896424071642e-19	1.79557143455376	8.86147276536726	"K01163; uncharacterized protein"
"ko:K19271"	"f__Bacteroidaceae"	0.957446808510638	0.244274809160305	8.29945455821072e-19	1.92779379993	8.85592248113392	"catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]"
"ko:K07699"	"f__Bacteroidaceae"	0.0425531914893617	0.755725190839695	8.29945455821072e-19	-3.86497643487526	-8.85592248113392	"spo0A; two-component system, response regulator, stage 0 sporulation protein A"
"ko:K10910"	"f__Bacteroidaceae"	0.680851063829787	0.0381679389312977	9.54235042558602e-19	3.84222962416335	8.84034497719633	"luxP; autoinducer 2-binding periplasmic protein LuxP"
"ko:K01425"	"f__Bacteroidaceae"	0.851063829787234	0.137404580152672	9.66484628142879e-19	2.54633883457859	8.83891980072866	"glsA, GLS; glutaminase [EC:3.5.1.2]"
"ko:K09963"	"f__Bacteroidaceae"	0.808510638297872	0.106870229007634	1.05218824812788e-18	2.80809369665664	8.82942115577802	"K09963; uncharacterized protein"
"ko:K07257"	"f__Bacteroidaceae"	0.553191489361702	0	1.06461283215604e-18	5.81555362781776	8.82810794777894	"spsF; spore coat polysaccharide biosynthesis protein SpsF"
"ko:K19050"	"f__Bacteroidaceae"	0.553191489361702	0	1.06461283215604e-18	5.81555362781776	8.82810794777894	"hepA; heparin lyase [EC:4.2.2.7]"
"ko:K13811"	"f__Bacteroidaceae"	0.893617021276596	0.175572519083969	1.14794154123317e-18	2.28372836517849	8.81967330081113	"PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]"
"ko:K01092"	"f__Bacteroidaceae"	0.936170212765957	0.221374045801527	1.2765731648967e-18	2.03187270242699	8.80777238830248	"E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
"ko:K10947"	"f__Bacteroidaceae"	0.936170212765957	0.221374045801527	1.2765731648967e-18	2.03187270242699	8.80777238830248	"padR; PadR family transcriptional regulator, regulatory protein PadR"
"ko:K03442"	"f__Bacteroidaceae"	0.978723404255319	0.282442748091603	1.75344386433847e-18	1.75741276894666	8.77211294617695	"mscS; small conductance mechanosensitive channel"
"ko:K01415"	"f__Bacteroidaceae"	0.0212765957446809	0.717557251908397	1.75344386433847e-18	-4.53990538073847	-8.77211294617695	"ECE; endothelin-converting enzyme [EC:3.4.24.71]"
"ko:K21929"	"f__Bacteroidaceae"	0.957446808510638	0.251908396946565	1.92395804597328e-18	1.8851200280467	8.7616600183464	"udg; uracil-DNA glycosylase [EC:3.2.2.27]"
"ko:K07000"	"f__Bacteroidaceae"	0.276595744680851	0.938931297709924	2.0554122268378e-18	-1.72728645151968	-8.75420827399055	"K07000; uncharacterized protein"
"ko:K00627"	"f__Bacteroidaceae"	0.851063829787234	0.145038167938931	2.83115221462565e-18	2.47349675923308	8.71801749381525	"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"ko:K11069"	"f__Bacteroidaceae"	0.787234042553192	0.099236641221374	2.9118533967597e-18	2.86754645546226	8.71483387169235	"potD; spermidine/putrescine transport system substrate-binding protein"
"ko:K11070"	"f__Bacteroidaceae"	0.787234042553192	0.099236641221374	2.9118533967597e-18	2.86754645546226	8.71483387169235	"potC; spermidine/putrescine transport system permease protein"
"ko:K03830"	"f__Bacteroidaceae"	0.702127659574468	0.0534351145038168	3.53251414486959e-18	3.488782318776	8.69291668825476	"yafP; putative acetyltransferase [EC:2.3.1.-]"
"ko:K03322"	"f__Bacteroidaceae"	0.957446808510638	0.259541984732824	4.38355576336258e-18	1.84367233284475	8.66836862383802	"mntH; manganese transport protein"
"ko:K21741"	"f__Bacteroidaceae"	0.74468085106383	0.0763358778625954	4.42016420030417e-18	3.12783455080518	8.66742144013298	"rclC; reactive chlorine resistance protein C"
"ko:K13832"	"f__Bacteroidaceae"	0.531914893617021	0	7.4038983327215e-18	5.75999439259656	8.60847487231796	"aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"ko:K03809"	"f__Bacteroidaceae"	0.617021276595745	0.0229007633587786	8.41147493934691e-18	4.25232143589472	8.59383368349414	"wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"ko:K04085"	"f__Bacteroidaceae"	0.914893617021277	0.213740458015267	8.58112778050683e-18	2.04746127744836	8.59154006247296	"tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"ko:K13694"	"f__Bacteroidaceae"	0.872340425531915	0.175572519083969	1.41738956840393e-17	2.24935230373705	8.53370092892976	"mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]"
"ko:K06894"	"f__Bacteroidaceae"	0.702127659574468	0.0610687022900763	1.63255750096625e-17	3.32484962798755	8.51734278408779	"yfhM; alpha-2-macroglobulin"
"ko:K07646"	"f__Bacteroidaceae"	0.702127659574468	0.0610687022900763	1.63255750096625e-17	3.32484962798755	8.51734278408779	"kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]"
"ko:K03827"	"f__Bacteroidaceae"	0.936170212765957	0.244274809160305	1.66149842565888e-17	1.89571120053697	8.51530679235222	"yjaB; putative acetyltransferase [EC:2.3.1.-]"
